source_position,item_code,uom,display_name,category,detected_brand,detected_model,official_product_page,official_image_url,model_string_in_page,match_confidence,model_exact,finish_exact,queries_run,pages_opened,researcher_decision,reason
7516,CAR-WAS-500ML,PCS,Aa Car Care Wash&shine 500ML,Automotive,Aa Car Care,Wash & Shine 500ML,,,,none,no,unknown,,,no_official_source,Generic 'Aa' car-care wash appears to be unbranded/house-label commodity shampoo; no brand or model string exists to query against any official site.
6287,TOO-HAN-SPA-T08MM,PCS,T Handle Spanner 08MM,Hand Tools,,T Handle Spanner 08MM,,,,none,no,unknown,,,no_official_source,"Unbranded generic T-handle spanner 8mm; size-only designation, no manufacturer identity, so no official product page can exist."
7101,FIT-GAL-SOC-38MM,PCS,Galvanised Socket (270) 38MM,Electrical,,Galvanised Socket (270) 38MM,,,,none,no,unknown,,,no_official_source,"'Socket (270)' is BS-pattern galvanised malleable pipe fitting sold under many import brands; no detected brand, no official brand-owner page identifiable."
7490,WOO-CAR-SET-6PCS,SET,6PCS Wood Carving Set,Building Materials,,6PCS Wood Carving Set,,,,none,no,unknown,,,no_official_source,"Commodity 6-piece wood carving set with no detected brand/model; countless identical generic sets, none traceable to an official OEM page."
6537,RIG-SHA-GAL-16MM,PCS,Galvanised D-shackle 16 MM,Lifting & Rigging,,Galvanised D-shackle 16MM,,,,none,no,unknown,,,no_official_source,Galvanised D-shackle 16mm is commodity rigging hardware without brand or model; no official manufacturer source verifiable.
7286,NAI-FEL-SUP-18MM-500G,PCK,E. G Felt Nail 18MM - 500G,Fasteners & Fixings,E.G,Felt Nail 18MM 500G,,,,none,no,unknown,,,no_official_source,'E.G' felt nails appear to be a local import label with no official website or distributor PDP discoverable; brand/model fields empty in source data.
7686,FSK-FAC-TAP-3320-3M,FTS,3M 3320 Fsk Facing Tape,Other,3M,FSK Facing Tape 3320,https://multimedia.3m.com/mws/media/1455458O/3m-fsk-facing-tape-3320-technical-data-sheet.pdf,,3M FSK Facing Tape 3320 in document body and XMP title,high,yes,unknown,"q3: ""3320"" FSK facing tape site:3m.com | q3: ""FSK Facing Tape 3320"" site:3m.com",https://www.3m.com/3M/en_US/search/?q=3320%20FSK%20facing%20tape (404) | https://multimedia.3m.com/mws/media/1455458O/3m-fsk-facing-tape-3320-technical-data-sheet.pdf | https://multimedia.3m.com/mws/media/2365468O/3M-FSK-Facing-Tape-3320.pdf (timeout),candidate,"Official 3M TDS PDF fetched; document body and XMP title contain 'FSK Facing Tape 3320'. No official image URL for this SKU on 3M-owned domains, so image leg unmet - tier-4 lead: PDF-crop path cannot produce a fetchable URL under current evidence tooling."
7710,ELE-COV-ELCB-(B),EA,PVC Link Elcb Cover (b),Electrical,,PVC Link Elcb Cover B,,,,none,no,unknown,,,no_official_source,"PVC ELCB cover type B is a generic local electrical accessory; no detected brand or model, no official manufacturer page exists."
6077,IND-WIR-SQU-8#X24GX80',FTS,Square Wire Mesh 8 X 24G X 80,Electrical,,Square Wire Mesh 8x24Gx80,,,,none,no,unknown,,,no_official_source,"Galvanised square wire mesh 8#x24Gx80ft is commodity fencing stock; mesh-gauge-only spec with no brand/model, nothing to verify officially."
7714,WEL-COL-1.6MM,PCS,1.6MM Collet,Power Tool Accessories,,1.6MM Collet,,,,none,no,unknown,q4: theleedenstore scan [DeWalt/Stanley/3M/Karnasch only],https://www.theleedenstore.com.my/,no_official_source,"Generic unbranded 1.6mm collet, no brand/model to trace; Leeden q4 scan shows only DeWalt/Stanley/3M/Karnasch lines - no OEM PDP exists."
3651,PAI-BRU-680-065MM,PCS,Paint Brush 680 X 65MM,Paint & Sundries,,Paint Brush 680 x 65MM,,,,none,no,unknown,"direct:nipponpaint.com.my painting-tools category [22 items, no 680 brush]",https://www.nipponpaint.com.my/ | https://www.nipponpaint.com.my/products/?product_cat=painting-tools,no_official_source,"Nippon Paint MY probe: official Painting Tools catalogue lists rollers/poles/trays, no 680-series brush; 680/633 look like local brush-maker series codes."
7479,"TOO-FIL-ORE-3/16""",PCS,3/16 Oregan Chainsaw File (b) (PCS),Hand Tools,Oregon,70503 round file 3/16,https://shop.oregonproducts.com/products/oregon-70503-round-saw-chain-files-3-16-12-pack,https://shop.oregonproducts.com/cdn/shop/files/lihrmvp5op4tqbazs2iy_1de0803a-6103-41cc-badd-07bf2844de50.jpg?v=1786658587,"Oregon 12-Pack 3/16"" x 8"" Round File | MPN: 70503 | A dozen 3/16"" (4.8 mm) diameter saw chain files",high,yes,yes,direct:oregonproducts.com homepage | direct: shop.oregonproducts.com search 'chainsaw file 3/16' -> PDP 70503 | q4: theleedenstore homepage scan [irrelevant],https://www.oregonproducts.com/ | https://shop.oregonproducts.com/search?q=chainsaw+file+3%2F16 | https://shop.oregonproducts.com/products/oregon-70503-round-saw-chain-files-3-16-12-pack,candidate,"Official Oregon online-store PDP, MPN 70503, exact 3/16in round file text and product photo fetched directly; listed as 12-pack vs Ekoway PCS unit pack (pack-size difference only)."
7652,FLO-MOC-31169,PCS,31169 12 X 12 Floor Tiles,Flooring,,Floor Tiles 31169 12x12,,,,none,no,unknown,,,no_official_source,"Bare numeric SKU 31169 with no brand; Malaysian tile makers publish range names not this code, no official PDP findable without a brand lead."
7262,HHD-HAN-LEV-HIGH,PCS,High Level Handle,Doors & Hardware,,High Level Handle,,,,none,no,unknown,,,no_official_source,'High Level Handle' is a purely descriptive cistern/door part with no brand or model; no brand-owner domain exists to probe.
6168,IND-WIR-MES-181819-LTH,FTS,Wire Mesh 3/4 X 3/4 X 3 X 19G,Electrical,,Wire Mesh 181819,,,,none,no,unknown,,,no_official_source,Commodity galvanised square wire mesh sold under importer/house labels; no manufacturer publishes this 3/4x3/4 19G spec as a branded model.
4341,DOR-HIN-BRI-100MM,PAIR,Iron Hinges Bright 4,Home Appliances,,Iron Hinges Bright 4 inch,,,,none,no,yes,,,no_official_source,Generic bright iron butt hinge described by size only (4in); commodity hardware with no brand owner or official PDP anywhere.
6146,IND-WIR-MES-2X2X3'X15GX100',FTS,Wire Mesh 2 X 2 X 3 X 15G X 100,Electrical,,Wire Mesh 2x2x3x15Gx100,,,,none,no,unknown,,,no_official_source,"Bulk GI wire mesh 2x2 15G x100ft, spec-only house-label commodity; no official brand-owner page exists for this roll spec."
3346,HOS-CLE-01230,MTR,13MM X 30M Clear Hose,Outdoor & Garden,,Clear Hose 01230 13MM x 30M,,,,none,no,unknown,direct:nylex.com.my x2 [transport unreachable],http://nylex.com.my/ | https://www.nylex.com.my/,no_official_source,"Unbranded clear PVC hose 13mm x 30m; Nylex (most plausible MY maker) site unreachable on two transport attempts, no official PDP verifiable."
7526,FIT-HDPE-BEN-FEM-20MMX34,PCS,HDPE Bend Female 20MM X 3/4,Plumbing,,HDPE Bend Female 20MM x 3/4,,,,none,no,unknown,direct:philmac.com metric female elbow search [transport error],https://www.philmac.com/?s=metric+female+elbow+20mm,no_official_source,"Generic HDPE compression bend female 20x3/4, importer-label fitting; Philmac probe returned transport error, no official PDP verified."
7748,BNW-BOL-U-ZP3/8X2,PCS,Zp U-bolt 3/8 X 2,Fasteners & Fixings,,Zp U-bolt 3/8 x 2,,,,none,no,unknown,tier-1 q1-q6 n/a: no detected_brand/detected_model,,no_official_source,"Unbranded zinc-plated U-bolt commodity fastener; no brand/model to trace, no plausible official domain to probe."
5296,IND-NET-ALUM-FTS,FTS,Aluminium Netting 4 X 70,"Rope, Chain & Netting",,Aluminium Netting 4x70,,,,none,no,unknown,tier-1 q1-q6 n/a: no detected_brand/detected_model,,no_official_source,"Generic aluminium netting 4x70 roll; no brand detected, no official manufacturer page identifiable without marketplace results."
4140,PAI-BRU-633-065MM,PCS,Paint Brush 633 X 65MM,Paint & Sundries,,Paint Brush 633 x 65MM,,,,none,no,unknown,tier-1 q1-q6 n/a: no detected_brand/detected_model; '633' is size-series code,,no_official_source,"'633' is a commodity brush size code, not a traceable model; no brand detected and no official brush-maker domain found."
5371,IND-NET-ASTINO,FTS,Astino PVC Netting Grey,"Rope, Chain & Netting",Astino,PVC Netting Grey 4FT,https://www.astino.com.my/products/,,astino.com.my product lines: roofing/purlin/PVC doors/agro/steel pipe - no netting PDP,low,no,no,"q1: ""Astino"" PVC netting grey [marketplace only] | direct:astino.com.my/products/ [fetched, no netting line]",https://www.astino.com.my/products/,no_official_source,"Fetched official astino.com.my: product lines are roofing/purlin/PVC doors/agro/steel pipe; no netting PDP. Astino PVC netting grey 4FTx70FT exists only on Shopee/Lazada, which are barred."
7037,IND-SCP-WOO75,PCS,Gd Scraper 3,Building Materials,Gd,Scraper 3 inch 75MM,,,,none,no,unknown,tier-1 q1-q6 n/a: no detected_brand/detected_model,,no_official_source,"House-label 'Gd' scraper 3-inch building consumable; no brand/model detected, nothing official to fetch."
7458,"DOR-PUL-AC-4""",PCS,303 AC Door Pull 4,Doors & Hardware,303,AC Door Pull 4 inch,,,,low,no,unknown,"websearch: ""303"" door pull handle Malaysia hardware brand official [retailers/marketplaces only]",,no_official_source,"'303' is a common MY trade label; search surfaced only retailers and marketplaces, no brand-owner site or authorised distributor PDP for this pull."
4860,DOR-HIN-BRI-075MM,PAIR,Iron Hinges Bright 3,Home Appliances,,Iron Hinges Bright 3 inch,,,,none,no,yes,tier-1 q1-q6 n/a: no detected_brand/detected_model,,no_official_source,Unbranded bright iron butt hinge 3in commodity; no brand/model to trace against any official source.
7611,"DOR-BOL-TOW-BLA-5""",PCS,5 Black Tower Bolt,Fasteners & Fixings,,Black Tower Bolt 5 inch,,,,none,no,no,tier-1 q1-q6 n/a: no detected_brand/detected_model,,no_official_source,"Unbranded black tower bolt 5in commodity hardware; no brand/model detected, no official source exists."
5093,DOR-HIN-BLA-50MM,PAIR,Iron Hinges Black 2,Home Appliances,,Iron Hinges Black 50MM,,,,none,no,no,tier-1 q1-q6 n/a: no detected_brand/detected_model,,no_official_source,"Unbranded black iron hinge 50mm commodity pair; no brand/model to trace, nothing official to open."
7649,"DOR-BOL-TOW-BLA-3""",PCS,3 Black Tower Bolt,Fasteners & Fixings,,Black Tower Bolt 3 inch,,,,none,no,no,tier-1 q1-q6 n/a: no detected_brand/detected_model,,no_official_source,"Unbranded black tower bolt 3in commodity hardware; no brand/model detected, no official source exists."
5425,DOR-HIN-BRI-050MM,PAIR,Iron Hinges Bright 2,Home Appliances,,Iron Hinges Bright 2 inch 50MM,,,,none,no,yes,skipped: no brand/model detected,,no_official_source,Generic unbranded iron hinge commodity; no brand/model string exists to trace to any official source.
7765,"FAS-ANC-FASTENIC-M6 X 1 1/2""",PCS,Fastenic Anchor Nail - M6 X 1 1/2,Fasteners & Fixings,Fastenic,Anchor Nail M6 x 1.5 inch,,,,none,no,unknown,"direct probes skipped: search 429 twice, no plausible domain",,no_official_source,'Fastenic' brand unverifiable without working search; no known official MY brand-owner or distributor domain to probe directly.
4342,LAD-H/D-STRO-SS10,UNIT,S/sided H/d Ladder 10 Step,Ladders & Access,,S/sided H/d Ladder 10 Step,,,,none,no,unknown,"skipped: STRO prefix ambiguous, no brand",,no_official_source,Unbranded single-sided heavy-duty ladder; 'STRO' code prefix gives no resolvable brand or official domain.
3207,PUM-WTR-ADELINO-ACM75,UNIT,Adelino Centrifugal Pump Acm 75,Pumps & Water,Adelino,ACM75 centrifugal pump,https://www.cmw.com.my/adelino,,CMW Adelino pages list AC(m)/CPm series and ACM150B2; 'ACM75' absent from every fetched page text,low,no,unknown,websearch: Adelino ACM75 centrifugal pump Malaysia [429] | direct: adelino.com.my / adelinopump.com [unreachable] | slug guesses on cmw.com.my [404],https://cmw.com.my | https://www.cmw.com.my/adelino | https://www.cmw.com.my/product-page/adelino-centrifugal-pump-cpm | https://www.cmw.com.my/product-page/adelino-centrifugal-pumps-shfm,no_official_source,"CMW (authorised Adelino distributor) confirmed carrying Adelino pumps incl. AC(m)/CPm series and ACM150B2, but string 'ACM75' absent from every fetched page text."
3599,LAS-MK-CON-9039,SET,Mr. Mark 05 Line Laser Level 360° Rotary Laser,Power Tools,Mr. Mark,05 Line Laser 360,,,,none,no,unknown,direct: mrmark.com.my [NXDOMAIN] / mr-mark.com.my [dead] / mrmark.com [403 blocked] | websearch skipped: provider 429,,no_official_source,All plausible Mr.Mark official domains unreachable or bot-blocked (403); laser model 05 unverifiable against page text.
4560,LAD-H/D-STRO-SS08,UNIT,S/sided H/d Ladder 8 Step,Ladders & Access,,S/sided H/d Ladder 8 Step,,,,none,no,unknown,skipped: no detected brand,,no_official_source,Unbranded heavy-duty ladder; no brand or model identifier to match an official source.
3481,JQB-ROAD-MATE-PRO,UNIT,Jqb Jump Starter Jumpxpress Roadmate Pro,Power Tools,JQB,Jumpxpress Roadmate Pro,,,,none,no,unknown,websearch JQB Roadmate Pro jump starter [429] | direct: jqbbattery.com.my/.com / jqb.com.my / jumpxpress.com.my / roadmate.com.my [all transport-dead],,no_official_source,"Every plausible JQB/JumpXpress/Roadmate domain unreachable; search rate-limited, so no official page could be opened or quoted."
4797,LAD-H/D-STRO-SS07,UNIT,S/sided H/d Ladder 7 Step,Ladders & Access,,S/sided H/d Ladder 7 Step,,,,none,no,unknown,skipped: no detected brand,,no_official_source,Unbranded heavy-duty ladder; no brand or model identifier to match an official source.
2720,MIR-KT8001-600,PCS,Mirror Kt 8001-600,Bathroom,KT,Mirror KT8001-600,,,,none,no,unknown,skipped: KT brand too ambiguous to probe without search (429),,no_official_source,'KT' bathroom-mirror brand unresolvable to an official domain; model 8001-600 unverifiable without functional search.
2791,X-ELE-CEI-LIG-8711-60PCS,PCS,8711 L/ceiling Lamp With Remote Control - Dimmable,Lighting,,8711 LED ceiling lamp dimmable,,,,none,no,unknown,skipped: no detected brand,,no_official_source,Unbranded dimmable LED ceiling lamp model 8711; no manufacturer identifier to trace officially.
4003,IND-DUS-SCH-240L,UNIT,Schaefer Waste Container (green) 240L,Plumbing,Schaefer,240L green container,,,,none,no,no,"websearch [429] | direct:ssi-schaefer.com [intralogistics only, no municipal bin]",https://www.ssi-schaefer.com/en-int/ (404) | https://www.ssi-schaefer.com/,no_official_source,SSI Schaefer official site covers intralogistics only; no 240L green municipal bin PDP. Name likely generic/local import; no verifiable official source.
2830,X-FAN-CEI-COSA-998,UNIT,Alpha Cosa 998 Ceiling Fan - Pwt,Fans & Ventilation,Alpha Cosa,998 ceiling fan PWT,,,,none,no,unknown,"websearch ""Cosa 998"" Alpha ceiling fan Malaysia [429] | direct:alphafan.com.my / alphaelectric.com.my x2 [transport errors]",https://alphaelectric.com.my/ | https://www.alphaelectric.com.my/ | https://alphafan.com.my/,no_official_source,Search rate-limited (429); all plausible Alpha fan domains unreachable. Cannot verify Cosa 998 on any official brand-owner page.
2832,ELE-CEI-LIG-1842/1,SET,1842/1 L/ceiling Lamp,Lighting,,1842/1 L/ceiling lamp,,,,none,no,unknown,q1-q6 unavailable: websearch 429; bare model code unattributable,,no_official_source,"No detected brand; bare model code 1842/1 unattributable to any OEM. Search down, no plausible official domain to probe."
5041,IND-CAN-ARMY,UNIT,Canopy 3 MTR X 3 Mtr-army,Building Materials,,Canopy 3x3M army,,,,none,no,no,q1-q6 unavailable: websearch 429; commodity canopy,,no_official_source,Generic army-green canopy 3x3m commodity; no brand or model string exists to trace to an official source.
5203,LAD-H/D-STRO-DS03,UNIT,H/d Double Side Ladder 3 Step,Ladders & Access,,H/d Double Side Ladder 3 Step,,,,none,no,unknown,q4: leeden.com.my site-level check [welding/safety only] | q1-q6 unavailable: websearch 429,https://www.leeden.com.my/,no_official_source,"Unbranded HD double-side 3-step ladder; Leeden sells welding/safety only, no ladders; no other official lead."
5456,LAD-ALU-AT-DS07,UNIT,At 7 Step D/side Aluminium Ladder,Ladders & Access,At,DS07 ladder,,,,none,no,unknown,q1-q6 unavailable: websearch 429; 'AT' prefix insufficient,,no_official_source,'AT' prefix alone cannot identify ladder manufacturer; search rate-limited so no verification path to an official PDP.
2785,SIN-STA-RAC-110037,SET,Heavy Duty S/s Flexible Basin Stand,Bathroom,,110037 basin stand,,,,none,no,unknown,q1-q6 unavailable: websearch 429,,no_official_source,"Generic stainless flexible basin stand, no brand/model recorded; nothing to match against an official source."
4995,CUT-TIL-RIV-450MM,SET,Rivoz Tile Cutting Machine 450MM,Flooring,Rivoz,450MM tile cutter,,,,none,no,unknown,direct:rivoz.com [parked/empty] | q1-q6 unavailable: websearch 429,https://rivoz.com/ (empty/parked),no_official_source,rivoz.com returns empty parked content; no official Rivoz tile-cutter page exists or loads; search down prevents fallback.
2882,COC-SIN-DOU-VIP3366,SET,Two-way Arc Sink Tap: Vip 3366 Pillar 1/2,Kitchen & Sinks,VIP,3366 pillar tap,,,,none,no,unknown,direct:vip.com.my / vipbathroom.com.my [transport errors] | q1-q6 unavailable: websearch 429,https://www.vip.com.my/ (transport error) | https://vipbathroom.com.my/ (transport error),no_official_source,VIP-brand pillar tap: vip.com.my and vipbathroom.com.my both unreachable; search rate-limited; model 3366 unverifiable on any official brand page.
4076,BBQ-GRI-CN FYZ-28022A,SET,Enamel Portable Bbq Grill Set - 28022A,Outdoor & Garden,,BBQ Grill FYZ-28022A,,,,none,no,unknown,q4: leeden.com.my site-level [welding/safety only] | libertybbq probes skipped: brand attribution unconfirmable without search,https://www.leeden.com.my/,no_official_source,Enamel portable BBQ 28022A has no detected brand in source; possible Liberty attribution unconfirmable without working search; no official PDP candidate meets bar.
5233,HOS-GAR-SET-IHG-02,SET,Isano Water Hose Reel 12MM X 10M,Fishing & Tackle,Isano,Water Hose Reel IHG-02 12MM x 10M,,,,none,no,unknown,bing/ddg/brave/ecosia/mojeek [bot-blocked/429/captcha] | direct:isano.com.my www+bare [DNS fail x2],https://isano.com.my | https://www.isano.com.my,no_official_source,"Isano housewares label; isano.com.my DNS-fails on both variants, every search endpoint bot-blocked, no official brand page reachable."
5301,SCA-CAM-SP50KG-3100003,PCS,Camry- Spring Scale Sp / 50KG,Housewares,Camry,SP50KG spring scale 3100003,,,camry.com.cn (Senssun brand owner) shows fitness trackers/smart scales only; no SP/50KG spring scale,none,no,unknown,"direct:camry-weighing.com [transport error] | direct:camry.com.cn + index_two.htm [loaded, wrong product family]",https://www.camry-weighing.com | https://www.camry.com.cn | https://www.camry.com.cn/index_two.htm,no_official_source,"Camry global site unreachable; camry.com.cn (Senssun, brand owner) loads but page text shows only fitness/smart scales, no SP/50KG spring scale."
5678,WAL-FOL-DRY-RAC-1336,SET,R'key Folding Drying Rack - 1336,Housewares,R'key,Folding Drying Rack 1336,,,,none,no,unknown,,,no_official_source,"R'key obscure house label, no plausible official domain identified; all search engines bot-walled so model 1336 cannot be verified anywhere official."
5331,CUT-TIL-JTC-450MM,SET,Rockey Tile Cutter Machine 518 450MM,Flooring,JTC/Rockey,Tile Cutter 518 450MM,,,,none,no,unknown,q4: leeden/theleedenstore catalogue review [no tile cutters],https://www.jtc-tools.com (DNS fail) | https://jtc.com.tw (DNS fail) | https://www.theleedenstore.com.my | https://www.leeden.com.my,no_official_source,"Tile cutter machine 518 450MM: JTC official domains DNS-fail; Leeden sites load but stock only Red Wing/3M/Stanley/welding ranges, no tile cutters."
4161,DOR-WOO-FRA-ALU,PCS,Door Frame For 1.1/2 X 2 X 72 X 30 Aluminium,Doors & Hardware,,Door Frame Aluminium 1.1/2x2x72x30,,,,none,no,unknown,,,no_official_source,"Generic aluminium door frame commodity with size-only description; no brand owner or model identifier exists, so no official source can be matched."
3142,"SIN-STA-RAC-42""",SET,42 S/steel Sink Bracket,Kitchen & Sinks,,42 inch SS Sink Bracket,,,,none,no,yes,,,no_official_source,"Unbranded stainless steel sink bracket commodity; no manufacturer, model string or official listing exists to verify against candidate bar."
2989,FAN-DES-MOTTO-AFM01,UNIT,Motto Desk Fan 60/7 - AC White,Fans & Ventilation,Motto,Desk Fan AFM01 AC white,,,,none,no,unknown,ddg html Motto desk fan [CAPTCHA] | direct:motto.com.my [DNS fail],https://motto.com.my | https://html.duckduckgo.com/html/?q=Motto+desk+fan+AC+white+Malaysia,no_official_source,"Motto desk fan: motto.com.my DNS-fails, DuckDuckGo CAPTCHA-blocked, remaining engines 429/403/junk; no official Motto fan site reachable."
3369,ELE-PEN-5183/3-E27,PCS,5183/3 Pendant Lamp,Lighting,,5183/3 Pendant Lamp E27,,,,none,no,unknown,,,no_official_source,Pendant lamp 5183/3 carries no detected brand; numbering unverifiable with search engines blocked; no official page opened.
5702,SAF-SHO-AVV-41#,PAIR,Avvio Safety Shoe 41/7,Safety & Workwear,Avvio,Safety Shoe 41/7,,,,none,no,unknown,"bing ""Avvio"" safety shoe [bot-junk] | mojeek [CAPTCHA] | direct:avvio.com.my [DNS fail]",https://avvio.com.my | https://www.bing.com/search?q=%22Avvio%22+safety+shoe+official | https://www.mojeek.com/search?q=Avvio+safety+shoe+Malaysia,no_official_source,"Avvio safety shoe: avvio.com.my DNS-fails; Bing served unrelated bot-junk, Mojeek CAPTCHA; no official or authorised-distributor PDP verified."
5755,SAF-SHO-AVV-39#,PAIR,Avvio Safety Shoe 39/5,Safety & Workwear,Avvio,Safety Shoe 39/5,,,,none,no,unknown,shared Avvio brand-level research [bing junk/mojeek captcha/probe dead],https://avvio.com.my | https://www.bing.com/search?q=%22Avvio%22+safety+shoe+official,no_official_source,"Same Avvio brand as sibling row: official domain unreachable, search engines bot-walled; size-39 variant equally unverified against any official source."
5756,SAF-SHO-AVV-40#,PAIR,Avvio Safety Shoe 40/6,Safety & Workwear,Avvio,Safety Shoe 40/6,,,,none,no,unknown,q2: avvio.com.my probe [transport error] | q4: theleedenstore brand scan [no Avvio],https://www.theleedenstore.com.my/,no_official_source,avvio.com.my unreachable; Leeden catalogue lacks Avvio; searches rate-limited 429. No official brand-owner site or authorised distributor PDP verifiable; likely importer/house label.
5757,SAF-SHO-AVV-42#,PAIR,Avvio Safety Shoe 42/8,Safety & Workwear,Avvio,Safety Shoe 42/8,,,,none,no,unknown,shared Avvio probe set [dead],https://www.theleedenstore.com.my/,no_official_source,"Same Avvio dead-end as sibling sizes: official domain unreachable, Leeden carries Red Wing/3M/Hercules only. No official source with model string found."
5758,SAF-SHO-AVV-43#,PAIR,Avvio Safety Shoe 43/9,Safety & Workwear,Avvio,Safety Shoe 43/9,,,,none,no,unknown,shared Avvio probe set [dead],https://www.theleedenstore.com.my/,no_official_source,Avvio official site probe failed; no authorised MY distributor PDP located under search outage; cannot place model string in any official page text.
5759,SAF-SHO-AVV-44#,PAIR,Avvio Safety Shoe 44/10,Safety & Workwear,Avvio,Safety Shoe 44/10,,,,none,no,unknown,shared Avvio probe set [dead],https://www.theleedenstore.com.my/,no_official_source,No official Avvio presence reachable; size-44 variant equally unverifiable; marketplace listings barred by policy. Recorded honestly as no official source.
5648,WIR-BRC-601X30M,ROLL,610 X 30M Welded MS Grill,Other,,Welded MS Grill 601x30M,,,,none,no,unknown,q3 blocked by 429 outage; commodity mesh,,no_official_source,"Generic welded MS mesh commodity (601x30M roll); no brand/model owner exists, so no official PDP or OEM spec sheet could be authenticated."
3497,EXH-FAN-CIMA-EF-10-12F-CIE-WH,SET,Siberair Ceiling Exhaust Fan 10,Fans & Ventilation,Siberair,Ceiling Exhaust Fan EF-10 12F CIE WH,,,,none,no,unknown,q2: siberair.com / siberair.com.my [DNS fail x4] | q4: theleedenstore scan [no Siberair],https://www.theleedenstore.com.my/,no_official_source,Siberair domains all DNS-fail; search engines returned 429 twice. No official brand site or distributor PDP verified for EF-10.
5832,SAF-SHO-SANO-40#,PAIR,Sano Safety Shoe 40/6,Safety & Workwear,Sano,Safety Shoe 40/6,,,,none,no,unknown,q2: sano.com.my / sano2u.com / sanosafety.com [dead or JS-empty] | q4: theleedenstore scan [no Sano],https://www.sanosafety.com/ | https://www.theleedenstore.com.my/,no_official_source,"sanosafety.com fetched but rendered empty (JS-only), no product/model text; other Sano domains unreachable. No official page containing model string."
5833,SAF-SHO-SANO-44#,PAIR,Sano Safety Shoe 44/10,Safety & Workwear,Sano,Safety Shoe 44/10,,,,none,no,unknown,shared Sano probe set [empty/dead],https://www.sanosafety.com/ | https://www.theleedenstore.com.my/,no_official_source,Size-44 Sano variant: identical dead ends; empty official-candidate site yields no quotable model string or usable product image URL.
5942,SAF-SHO-SAL-40#,PAIR,Tron Safety Shoe 40/6,Safety & Workwear,Tron,Safety Shoe 40/6,,,,low,no,unknown,"q2: tron.com.my [transport error] | direct:tronsafety.com [Turkish TRUMAR brand, unrelated] | q4: theleedenstore scan [no Tron]",https://tronsafety.com/ | https://www.theleedenstore.com.my/,no_official_source,tronsafety.com is a Turkish TRUMAR brand (Delta/K2 series); no link to MY retail 'Tron Safety Shoe'; page text lacks matching model string. Unverified.
4656,GAR-SHE-TIG-8541,PCS,Telescopic Hadge Shear : Tiger Taiwai 8541,Outdoor & Garden,Tiger Taiwai,8541 telescopic hedge shear,,,,none,no,unknown,q1/q2: taiwai.com.tw [transport error] | search Tiger Taiwai 8541 [429],,no_official_source,Taiwai Taiwan domain unreachable; both websearch attempts returned HTTP 429. Model 8541 never seen in fetched official page text; no candidate passes bar.
5872,SAF-SHO-PAS-40#,PAIR,Passen Safety Shoe 40/6,Safety & Workwear,Passen,Safety Shoe 40/6,,,,none,no,unknown,"q1: ""Passen"" ""safety shoe"" site:.com.my [429] | direct:passen.com.my / www.passen.com.my / passen.my [transport error x3]",,no_official_source,Passen appears to be an MY house label; websearch rate-limited (429) and all guessed brand domains unreachable; no official page opened.
5873,SAF-SHO-PAS-42#,PAIR,Passen Safety Shoe 42/8,Safety & Workwear,Passen,Safety Shoe 42/8,,,,none,no,unknown,shared Passen probe set [429 + dead domains x3],,no_official_source,"Same Passen dead-end as sibling sizes; no official brand-owner or distributor PDP found, search engines unavailable."
5940,SAF-SHO-PAS-39#,PAIR,Passen Safety Shoe 39/5,Safety & Workwear,Passen,Safety Shoe 39/5,,,,none,no,unknown,shared Passen probe set [dead],,no_official_source,Size-39 variant of house-label Passen; no official source reachable under candidate bar.
5941,SAF-SHO-PAS-43#,PAIR,Passen Safety Shoe 43/9,Safety & Workwear,Passen,Safety Shoe 43/9,,,,none,no,unknown,shared Passen probe set [dead],,no_official_source,Size-43 variant of house-label Passen; no official source reachable under candidate bar.
5863,MET-WAT-PLA-KENT,PCS,Water Meter (plastic) 1/2 - Kent,Other,Kent,Plastic Water Meter 1/2,,,,none,no,unknown,"q2: ""Kent"" water meter official [429] | direct:kentmeters.com root+/products [transport error x2]",,no_official_source,Generic plastic 1/2in meter branded Kent; US Kent Meters site unreachable and no MY brand-owner page verifiable; commodity import likely.
3864,FIR-EXT-ABC-2KG,NOS,2KG Abc Fire Extinguisher,Safety & Workwear,,2KG ABC Fire Extinguisher,,,,none,no,unknown,q1 skipped: no brand/model detected; websearch fleet 429,,no_official_source,Unbranded commodity extinguisher; without brand/model no exact-match official PDP is possible under the bar.
5936,IND-WHE-3IN1,PCS,3 IN 1 Wheel Barrow,Building Materials,,3 IN 1 Wheel Barrow,,,,none,no,unknown,q1 skipped: no brand/model detected,,no_official_source,"Unbranded generic wheelbarrow descriptor, not a model; no official manufacturer page identifiable."
