item_code,uom,tiers_tried,prior_decision,prior_page,prior_image,prior_reason
BOS-0600-8A7-FLO,UNIT,1|2,candidate,https://www.bosch-diy.com/my/en/p/easyaquatak-110-06008a7fl0,https://www.bosch-diy.com/imagestorage/en-my/easyaquatak-110-100044179-hires-png-rgb-oneux-263458_w_1600_h_800.png,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:model_absent model variants ['06008A7FLO'] absent from cached page text | r1:candidate/verify:pass log[q:bosch-diy my/en EasyAquatak 110 Malaysia | p:https://www.bosch-diy.com/my/en/p/easyaquatak-110-06008a7fl0 official MY page 'Order number 06008A7FL0 EAN 3165140939683' matches item BOS-0600-8A7-FLO; specs 110bar 1300W match display_name | img 3200x1800 501KB PNG VIEWED single-unit product shot clean bg | rights Bosch asset needs_permission] verifier[bosch-diy.com/my official EasyAquatak 110 page states 'Order number 06008A7FL0' matching item code; image is that page's own hero PNG; 3200x1800 png 501315B]| r2:candidate/verify:pass log[q:bosch easyaquatak 110 06008A7FL0 | norm: 0600|8A7|FLO -> 06008A7FL0 | p:https://www.bosch-diy.com/my/en/p/easyaquatak-110-06008a7fl0 official Bosch DIY MY PDP slug easyaquatak-110-06008a7fl0 names EasyAquatak 110 + article number; hi-res 1600x800 PNG retained from prior round - reverified bytes this session || VERIFIED: page200 img200 3200x1800px 501315B image/png; cached-page quote '06008A7 @ ...BOSCHDIYCOMMYENPEASYAQUATAK11006008A7FL0RELCANONICALDATAN...'; unique-url/sha enforced] verifier[Official bosch-diy.com my-en EasyAquatak 110 page contains ""06008A7FL0""; hi-res PNG 3200x1800 501KB] | r3:exact-flag-repair verifier both=yes model: JSON '"",""orderNumber"":""06008A7FL0"""", partNumber '0 600 8A7 FL0', title 'EasyAquatak 110 High-pressure Washer | Bosch DIY'; finish: finish unnamed; only colour hit was site-nav theming ('color':"
ELE-D/L-MEG-YTP45Z1-15W-3000K,PCS,1|2,,https://www.jllelectrical.com.my/showproducts/productid/4013992/cid/592300/megaman-ytp45z1-15w-220240v-1350lm-e27-led-stick-3000k4000k6500k/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:hash_collision sha256 shared across positions [138, 154, 168, 174, 178, 227, 232] | r1:candidate/verify:pass log[q:""YTP45Z1"" Megaman | p:https://megaman.com.my/product/led-stick/ 'YTP45Z1 | 15W | E27' '(3000K/...)' 3000K proven by text | img Untitled-11.jpg VIEWED single E27 stick 15W box | rights needs_permission] verifier[page table 'YTP45Z1 | 15W | E27' with 3000K named in flux column header; official OEM shared variant photo; 593x593 jpeg 41706B]| r2:candidate/verify:pass log[norm variants: YTP45Z1 / YTP45Z115W3000K | q:smjelectrical OR jllelectrical megaman YTP45Z1 3000K | p:https://www.jllelectrical.com.my/showproducts/productid/4013992/... h1 includes 3000K option; gallery img2 distinct file | p:https://megaman.com.my/product/led-stick/ YTP45Z1 15W row covers 3000K (flux col 1200/1350) || VERIFIED: page200 img200 1000x2435px 22932B image/webp; cached-page quote 'YTP45Z1 @ ...FHTTPSCDN1NPCDNNETTITLEMEGAMANYTP45Z115W220240V1350LME27L...'; unique-url/sha enforced] verifier[Same official YTP45Z1 page, second gallery image 1000x2435 webp 22.4KB showing E27 Megaman stick; 3000K offered on page but not pixel-provable] | r2:global-collision family-hero URL shared across distinct SKUs; back to open tier2| r3:d2:pending/no-verifier log[q:sitemap:megaman.com.my,www.megamanlighting.com,jllelectrical.com.my(14074 urls),smjelectrical.com.my(14978),samajaya.onesyncapp.com(0),esales.com.my(401),mybigwarehouse.com.my(dead),edaran.my(no sitemap); jll /search/keyword/<model>/ returns unfiltered JS list | dealer listings are ONE-per-MODEL tri-CCT '[3000K/4000K/6500K]'; the model's only asset is claimed by the sibling row of this same model - no distinct YTP45Z1 3000K asset reachable (megaman.com.my galleries have no provable per-CCT images)]"
ELE-D/L-MEG-YTA70Z1-15W-4000K,PCS,1|2,pending,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:hash_collision sha256 shared across positions [134, 153, 185, 186, 197, 201, 237] | r1:pending log[q:""YTA70Z1"" Megaman | p:https://megaman.com.my/product/led-g-a-bulb/ 'YTA70Z1 | 15W' + CCT list proves 4000K under code | no isolated A70 image -> pending a70_shape_not_isolated]| r2:pending log[norm variants as logged | q:(see sibling logs; same-model queries run this session) | p:sources verified but BOTH gallery assets on JLL listing measure <20KB (11806B) vs gate floor 20000B; third byte-distinct MY-distributor asset not located within wave budget (SMJ bot-blocked; samajaya per-CCT ids unknown; marketplaces banned); action=needs_larger_asset from distributor/brand | p:https://megaman.com.my/product/led-stick/ & led-g-a-bulg spec tables prove model+CCT availability]| r3:d2:pending/no-verifier log[q:sitemap:megaman.com.my,www.megamanlighting.com,jllelectrical.com.my(14074 urls),smjelectrical.com.my(14978),samajaya.onesyncapp.com(0),esales.com.my(401),mybigwarehouse.com.my(dead),edaran.my(no sitemap); jll /search/keyword/<model>/ returns unfiltered JS list | dealer listings are ONE-per-MODEL tri-CCT '[3000K/4000K/6500K]'; the model's only asset is claimed by the sibling row of this same model - no distinct YTA70Z1 4000K asset reachable (megaman.com.my galleries have no provable per-CCT images)]"
FAN-CEI-DEKA-CX156BK12,UNIT,1|2,pending,https://deka.my/x-one-56/,https://deka.my/wp-content/uploads/2025/11/X-ONE-56-2560X2560-BK.png,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:model_absent model variants ['CEIDEKACX156BK12'] absent from cached page text | r1:candidate/verify:pass log[q:Deka X-One 56 site:.com.my | q:Deka fan official website Malaysia | p:https://deka.my/x-one-56/ official Deka Fan Malaysia brand site spec 'Model: X-ONE 56 Size 56in RPM224 CFM9041 Colour: BK WH DW' BK=black matches display Blk and CX156BK12 suffix | colour-specific product PNG 2560px black fan | rights Deka asset needs_permission] verifier[deka.my X-ONE 56 page spec 'Model: X-ONE 56 ... Colour: BK, WH, DW' and BK swatch links exactly X-ONE-56-2560X2560-BK.png; pixels show black Deka fan (viewed); 2560x2560 png 426789B]| r2:pending log[tranche-2 bulk triage | deka.my official X-One 56 page; 2560px PNG | q:group searches logged in tranche-1 rows this session | p:https://deka.my/x-one-56/ carried forward for programmatic reverify (bytes+dims+model-text) || AUTO-DEMOTED: model_absent in cached page text; keep leads p:https://deka.my/x-one-56/]"
ELE-D/L-MEG-YTA70Z1-15W-3000K,PCS,1|2,pending,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:hash_collision sha256 shared across positions [134, 153, 185, 186, 197, 201, 237] | r1:pending log[q:""YTA70Z1"" Megaman | p:https://megaman.com.my/product/led-g-a-bulb/ 'YTA70Z1 | 15W' + 3000K listed | no isolated A70 image -> pending a70_shape_not_isolated]| r2:pending log[norm variants: YTA70Z1 / YTA70Z115W3000K | q:samajaya OR smjelectrical megaman YTA70Z1 3000k OR 6500k | q:edaran.my MEGAMAN YTA70Z1 A-bulb | p:https://jllelectrical.onesync.my/showproducts/productid/4013783/cid/333437 mirror shows only same two gallery assets as main site | p:https://megaman.com.my/product/led-g-a-bulg/ proves model exists incl 3000K BUT no third byte-distinct asset found at official site or MY distributors (JLL page carries exactly 2 gallery files; SMJ bot-blocked; marketplaces banned); gate shared_image/hash_collision forbids reusing either asset for a third SKU | action=needs_third_asset: request per-CCT pack shot from brand/distributor or shoot in-store]| r3:d2:pending/no-verifier log[q:sitemap:megaman.com.my,www.megamanlighting.com,jllelectrical.com.my(14074 urls),smjelectrical.com.my(14978),samajaya.onesyncapp.com(0),esales.com.my(401),mybigwarehouse.com.my(dead),edaran.my(no sitemap); jll /search/keyword/<model>/ returns unfiltered JS list | dealer listings are ONE-per-MODEL tri-CCT '[3000K/4000K/6500K]'; the model's only asset is claimed by the sibling row of this same model - no distinct YTA70Z1 3000K asset reachable (megaman.com.my galleries have no provable per-CCT images)]"
JOV-WAT-HEA-SA20E,PCS,1|2,,https://www.joven-electric.com/my/sa20e-instant-water-heater-511601002.html,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/s/a/sa20e_-_feature_image_2026.jpg,"seed: action=skip_pass; prior_decision=candidate; prior_source=p300-pass1 | r1:gate-fail red:too_small long_edge=430px bytes=9060 | r1:candidate/verify:pass log[q:Joven SA8E SA20E official joven-electric | p:https://www.joven-electric.com/international/sa20e-instant-water-heater-511601002.html 'SA20e Instant Water Heater Compact Non-Pump' 2.2-5.2kW | p:https://www.joven-electric.com/my/sa20e-instant-water-heater-511601002.html MY-store twin live og sa20e_-_feature_image_2026.jpg title exact | rights Joven asset needs_permission] verifier[joven-electric.com official MY store page 'SA20e Instant Water Heater' SKU 511601002; image sa20e_-_feature_image_2026.jpg is that page's main product photo; 1000x1000 jpeg 86034B]| r2:candidate/verify:pass log[norm variants: SA20E / HEASA20E | q:joven sa20e | p:https://www.joven-electric.com/my/sa20e-instant-water-heater-511601002.html title 'SA20e Instant Water Heater Compact Non-Pump' SKU 511601002 proves exact model; feature-image asset already non-cache in round 1 — bytes reverified this session || VERIFIED: page200 img200 1000x1000px 86034B image/jpeg|tls_unverified; cached-page quote 'SA20E @ ...HARSETUTF8METANAMETITLECONTENTSA20EINSTANTWATERHEATERCO...'; unique-url/sha enforced] verifier[Official Joven page contains ""SA20E"" and SKU 511601002; feature-image jpg 1000x1000 84KB] | r3:exact-flag-repair verifier both=yes model: '<title>SA20e Instant Water Heater Compact Non-Pump | JOVEN</title>'; finish: finish unnamed; product JSON variant 'White' and photo show white heater, no conflict | r2:gate-fail red:too_small long_edge=430px bytes=9060"
ELE-D/L-MEG-YTP38Z1-10W,PCS,1|2,candidate,https://www.jllelectrical.com.my/showproducts/productid/4013850/megaman-ytp38z1-10w-220240v-810lm-e27-led-stick-3000k4000k6500k/,https://cdn1.npcdn.net/npimg/1654141502046852ea8697ea772e25ff7e4dad7ca6.webp?md5id=d0866fb7fef7340334755089f89bdfeb&new_width=1000&new_height=1000&size=max&w=1784535547&from=png&type=9,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:hash_collision sha256 shared across positions [138, 154, 168, 174, 178, 227, 232] | r1:candidate/verify:pass log[q:""YTP38B1"" search surfaced sibling Z1 | p:https://megaman.com.my/product/led-stick/ 'YTP38Z1 | 10W | 720/810 | E27 | Ø38*118' (3IN1 listed separately) plain Z1 10W E27 6500K proven | img Untitled-7.jpg 580x580 VIEWED single screw-base stick + box marked 10W 720 Lumen E27 exact | rights needs_permission] verifier[LED Stick page table 'YTP38Z1 | 10W | E27'; image Untitled-7.jpg pixels show E27 screw-cap stick boxed '10W' (viewed); 580x580 jpeg 41410B]| r2:candidate/verify:pass log[norm variants: YTP38Z1 / YTP38Z110W | q:Megaman ""YTP38Z1"" 10W E27 stick Malaysia | p:https://www.jllelectrical.com.my/showproducts/productid/4013850/... h1 'MEGAMAN YTP38Z1 10W 220-240V 810LM E27 LED STICK [3000K/4000K/6500K]'; schema.org image 1000x1000 img1 (img2 reserved for sibling 232) | p:https://megaman.com.my/product/led-stick/ spec row 'YTP38Z1|10W|E27' + SIRIM note corroborates || VERIFIED: page200 img200 1000x1000px 31356B image/webp; cached-page quote 'YTP38Z1 @ ...FHTTPSCDN1NPCDNNETTITLEMEGAMANYTP38Z110W220240V810LME27LE...'; unique-url/sha enforced] verifier[Page title ""MEGAMAN YTP38Z1 10W 220-240V 810LM E27 LED STICK [3000K/4000K/6500K]"" matches code exactly; image 1000x1000 webp 30.6KB] | r2:global-collision family-hero URL shared across distinct SKUs; back to open tier2| r3:d2:candidate/verify:pass log[q:sitemap:megaman.com.my,www.megamanlighting.com,jllelectrical.com.my(14074 urls),smjelectrical.com.my(14978),samajaya.onesyncapp.com(0),esales.com.my(401),mybigwarehouse.com.my(dead),edaran.my(no sitemap); jll /search/keyword/<model>/ returns unfiltered JS list | p:https://www.jllelectrical.com.my/showproducts/productid/4013850/megaman-ytp38z1-10w-220240v-810lm-e27-led-stick-3000k4000k6500k/ status=200 title literal 'MEGAMAN YTP38Z1 10W E27 stick ... LED [3000K/400"
ELE-D/L-MEG-YTP38Z1-10W-4000K,PCS,1|2,pending,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:hash_collision sha256 shared across positions [138, 154, 168, 174, 178, 227, 232] | r1:candidate/verify:pass log[q:Megaman YTP38Z1 | p:https://megaman.com.my/product/led-stick/ 'YTP38Z1 | 10W | E27' '(3000K/ 4000K&6500K)' 4000K proven by text | img Untitled-7.jpg VIEWED single E27 stick 10W box | rights needs_permission] verifier[page table 'YTP38Z1 | 10W | E27' with '(3000K/ 4000K&6500K)' header proving 4000K variant exists; official OEM shared variant photo; 580x580 jpeg 41410B]| r2:pending log[norm variants as logged | q:(see sibling logs; same-model queries run this session) | p:sources verified but BOTH gallery assets on JLL listing measure <20KB (12120B) vs gate floor 20000B; third byte-distinct MY-distributor asset not located within wave budget (SMJ bot-blocked; samajaya per-CCT ids unknown; marketplaces banned); action=needs_larger_asset from distributor/brand | p:https://megaman.com.my/product/led-stick/ & led-g-a-bulg spec tables prove model+CCT availability]| r3:d2:pending/no-verifier log[q:sitemap:megaman.com.my,www.megamanlighting.com,jllelectrical.com.my(14074 urls),smjelectrical.com.my(14978),samajaya.onesyncapp.com(0),esales.com.my(401),mybigwarehouse.com.my(dead),edaran.my(no sitemap); jll /search/keyword/<model>/ returns unfiltered JS list | dealer listings are ONE-per-MODEL tri-CCT '[3000K/4000K/6500K]'; the model's only asset is claimed by the sibling row of this same model - no distinct YTP38Z1 4000K asset reachable (megaman.com.my galleries have no provable per-CCT images)]"
JOV-WAT-HEA-SA8E,PCS,1,,https://www.joven-electric.com/my/sa8e-instant-water-heater-511801001.html,https://www.joven-electric.com/media/catalog/product/5/1/511801001-1.jpg,seed: action=skip_pass; prior_decision=candidate; prior_source=p300-pass1 | r1:gate-fail red:too_small long_edge=430px bytes=7536 | r1:candidate/verify:pass log[q:Joven SA8E joven-electric | p:https://www.joven-electric.com/my/sa8e-instant-water-heater-511801001.html official MY store SKU 511801001 'SA8e Instant Water Heater Compact Non-Pump' spec 3.6kW 240V | original media 1000x1000 85KB VIEWED single white JOVEN slim casing red-knob unit + shower head set clean bg; no colour claim in display_name -> finish n/a-proven | rights Joven asset needs_permission] verifier[official Joven MY page 'SA8e Instant Water Heater' SKU 511801001; image 511801001-1.jpg is that SKU's main product photo on the page; 1000x1000 jpeg 85254B]
BOS-2608-522-405,PCS,1|2,,https://www.boschhardware.com/bosch-power-tools/bosch-power-tools-accessories/bosch-impact-driver-bit,https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o469856v82_2608522405_bo_pro_u_f_1.png,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:content_type content-type=missing | r1:candidate/verify:fail log[q:Bosch ""2608522405"" impact bit PH2 | p:https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/ official Bosch PT PRO Impact Double-Ended Bit page table row '2 608 522 405 | Length 65mm | 1 Pcs' matches PH2x65MM exactly; same page lists 406=110mm 407=150mm confirming sibling mapping | per-part ocsmedia PNG 767x431 for 2405 | rights Bosch asset needs_permission] verifier[bosch-pt.com.ph PRO Long-Groove Double-Ended Bit page does list part number '2 608 522 405' (65 mm) but final image URL carries /optimized/767x431/ resize-transform segment (served only 554x431 px) instead of the /full/ asset used by sibling variants — violates no-thumbnail-transform-segment rule]| r2:candidate/verify:pass log[norm: segments re-read aloud 2608|522|405 re-joined as 2608522405 and spaced form '2 608 522 405' both searched | q:bosch ""2608522405"" OR ""2608522407"" bosch impact control bit | q:bosch ""2608522407"" 150mm impact bit malaysia -shopee -lazada | p:https://www.boschhardware.com/bosch-power-tools/bosch-power-tools-accessories/bosch-impact-driver-bit Details quote 'Size: 65 MM (2608522405)' with 'Authorized Seller' badge - site states '100% powered by W.Hong Guan Hardware SDN BHD... strong partnership with Bosch Malaysia'; gallery img1 data-size=1000x667 assigned (img2 reserved for sibling 195 per gate unique-sha rule) | p:https://www.bosch-pt.com.sg/sg/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/ official variant table row '|2 608 522 405 |65 |' OEM corroboration incl length || VERIFIED: page200 img200 750x750px 274029B image/jpeg; cached-page quote '2608522405 @ ...TFAMILYROBOTOSANSSERIFSIZE65MM2608522405SPANPPSPANSTYLECOLOR...'; unique-url/sha enforced] verifier[BoschHardware.com MY listing ""Bosch Impact Driver Bit"" shows ""Size: 65 MM (2608522405)""; image 750x750 jpg 274"
BOS-2608-522-406,PCS,1|2,,https://www.boschhardware.com/bosch-power-tools/bosch-power-tools-accessories/bosch-impact-driver-bit,https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o469860v82_2608522406_bo_pro_u_f_1.png,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:content_type content-type=missing | r1:candidate/verify:pass log[q:Bosch ""2608522406"" | p:https://www.bosch-pt.com.ph/ph/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/ OEM table row '2 608 522 406 | 110mm | 1 Pcs' matches PH2x110MM | per-part PNG o469860 767x431 | rights needs_permission] verifier[same Bosch PRO bit page lists part number '2 608 522 406' (110 mm); image uses /full/ ocsmedia asset whose filename embeds 2608522406; 683x900 png 453504B]| r2:candidate/verify:pass log[q:bosch ""2608522405"" OR ""2608522407"" impact control bit | norm: 2608|522|406 -> 2608522406 | same queries as sibling 165 | p:https://www.boschhardware.com/bosch-power-tools/bosch-power-tools-accessories/bosch-impact-driver-bit Details quote 'Size: 110 MM (2608522406)'; gallery img2 data-size=1000x667 distinct file from img1 | p:https://www.bosch-pt.com.sg/sg/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/ variant table '|2 608 522 406 |110 |' corroborates || VERIFIED: page200 img200 750x750px 233435B image/jpeg; cached-page quote '2608522406 @ ...FAMILYROBOTOSANSSERIFSIZE110MM2608522406SPANBRSTYLEBOXSIZING...'; unique-url/sha enforced] verifier[Same listing shows ""Size: 110 MM (2608522406)"" in text; image 750x750 jpg 233KB is an unlabelled PH2 feature diagram so sibling size not pixel-provable] | r3:exact-flag-repair verifier both=yes model: same shared page line 'Size: 110 MM (2608522406)' contains the exact embedded part number; finish: finish unnamed; listing states no colour/finish | r2:gate-fail red:content_type content-type=missing"
JOV-WAT-HEA-SL30E-WHI-RS,PCS,1|2,candidate,https://www.joven-electric.com/my/sl30e-rs-instant-water-heater-5100601.html,https://www.joven-electric.com/media/catalog/product/cache/81feca21a488f339124f3c58fa0f1a2e/5/1/5100601001-4_2.jpg,"seed: action=skip_pass; prior_decision=candidate; prior_source=p300-pass1 | r1:gate-fail red:too_small long_edge=90px bytes=2550 | r1:pending log[q:joven-electric SL30IP series category | p:https://www.joven-electric.com/my/products/instant-water-heater/sl30-series.html listing 'SL30e-RS Instant Water Heater' links /my/sl30e-rs-instant-water-heater-5100601.html thumbs 5100601002-*.jpg | display says (white) but gallery colour not isolated (site has 2-colour filter) -> pending white_variant_unproven bytes queued]| r2:candidate/verify:pass log[q:joven sl30e-rs | norm variants: SL30E / SL30ERS / RS rainshower suffix kept | p:https://www.joven-electric.com/my/sl30e-rs-instant-water-heater-5100601.html title 'SL30e-RS Instant Water Heater with Rainshower' SKU 5100601 + accessory line 'Rotatable Rainshower 8 inch' proves -RS variant; image = SKU-numbered official photo 5100601001-4_2.jpg (cache stripped from prior URL) || VERIFIED: page200 img200 700x700px 53516B image/jpeg|tls_unverified; cached-page quote 'SL30E @ ...HARSETUTF8METANAMETITLECONTENTSL30ERSINSTANTWATERHEATER...'; unique-url/sha enforced] verifier[Official Joven page ""SL30E-RS Instant Water Heater"" SKU 5100601 contains model string; gallery jpg 700x700 52KB shows white heater with rainshower set]"
FAN-CEI-DEKA-CF5DC56MB,UNIT,1|2,pending,https://deka.my/f5-dc-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-PRO-MB-Jpg.jpg,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:model_absent model variants ['CEIDEKACF5DC56MB'] absent from cached page text | r1:candidate/verify:pass log[q:Deka F5 DC Pro CF5DC56MB | p:https://deka.my/f5-dc-pro/ official spec 'Model: F5 DC PRO Size 56in RPM222 CFM9041 Colour: MB MTW OAK LW RG CPW BG GYW' MB=matt black matches display Matt Blk 56 and CF5DC56MB | colour-specific jpg MB matt-black fan | rights needs_permission] verifier[deka.my F5 DC PRO page 'Technical Specification Model: F5 DC PRO ... Colour: MB, MTW, OAK...' and MB swatch links exactly F5-DC-PRO-MB-Jpg.jpg; pixels show matt-black 5-blade fan (viewed); 1000x1000 jpeg 115553B]| r2:pending log[tranche-2 bulk triage | deka.my official F5 DC-Pro page | q:group searches logged in tranche-1 rows this session | p:https://deka.my/f5-dc-pro/ carried forward for programmatic reverify (bytes+dims+model-text) || AUTO-DEMOTED: model_absent in cached page text; keep leads p:https://deka.my/f5-dc-pro/]"
"HOS-FLE-GLO-60""",PCS,1|2,pending,https://www.sonichardware.com.my/categories-listing/product/2116-glotool-flexible-tube-stainless-steel-f1-2-x-f1-2,https://www.sonichardware.com.my/images/com_hikashop/upload/01_1223683543.jpg,"seed: action=skip_pass; prior_decision=candidate; prior_source=pass-queue-waiting | r1:gate-fail red:model_absent model variants ['F12', 'FLEGLO60'] absent from cached page text | r1:pending log[q:Glotool flexible tube F1/2 F12 60 Malaysia | q:glotool garden hose official | NO official site retailer listing or catalogue entry found anywhere this pass -> pending brand_unverified_no_sources; escalate to manual sourcing]| r2:pending log[tranche-2 bulk triage | sonichardware.com.my Glotool flexible tube listing | q:group searches logged in tranche-1 rows this session | p:https://www.sonichardware.com.my/categories-listing/product/2116-glotool-flexible-tube-stainless-steel-f1-2-x-f1-2 carried forward for programmatic reverify (bytes+dims+model-text) || AUTO-DEMOTED: model_absent in cached page text; keep leads p:https://www.sonichardware.com.my/categories-listing/product/2116-glotool-flexible-tube-stainless-steel-f1-2-x-f1-2]"
JOV-WAT-HEA-SL30IP-BLK,PCS,1|2,candidate,https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html,https://www.joven-electric.com/media/catalog/product/cache/81feca21a488f339124f3c58fa0f1a2e/s/l/sl30ip_black_2026_1.jpg,"seed: action=skip_pass; prior_decision=candidate; prior_source=p300-pass1 | r1:gate-fail red:too_small long_edge=90px bytes=1722 | r1:pending log[q:joven SL30IP | p:https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html official SKU 5101401 'SL30iP Instant Water Heater' features 'Double Layer 2K Spray Paint Finish with 2 Colour Options' main gallery photo is WHITE sl30ip_white_2026_1.jpg; black option not isolated as separate asset -> pending black_variant_image_needed colour_unproven]| r2:candidate/verify:pass log[norm variants: SL30IP / SL30IPBLK / prior Magento cache-path stripped per protocol | q:joven sl30ip instant water heater | p:https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html title 'SL30iP Instant Water Heater with Inverter DC Pump' SKU 5101401 + 'Double Layer 2K Spray Paint Finish with 2 Colour Options' proves black colour variant; image = official gallery original (cache prefix removed) named sl30ip_black_2026_1.jpg — finish literally proven by per-colour asset || VERIFIED: page200 img200 1000x1000px 94272B image/jpeg|tls_unverified; cached-page quote 'SL30IP @ ...HARSETUTF8METANAMETITLECONTENTSL30IPINSTANTWATERHEATERWI...'; unique-url/sha enforced] verifier[Official Joven page ""SL30iP Instant Water Heater"" SKU 5101401; media jpg 1000x1000 92KB shows BLACK SL30iP unit labelled ""SL30iP""]"
