item_code,uom,display_name,category,stock_qty,price_myr,priority_score,priority_tier,detected_brand,detected_model,suggested_family_key,family_listing_count,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,image_url,local_asset_path,checksum,notes,source_position,coverage_source,coverage_file,existing_classification,existing_rights_status,existing_model,existing_source_url,existing_image_url,existing_image_status,existing_notes,campaign_classification,rights_status_final,evidence_ready,campaign_notes
"GUN-CAU-BLU-11""",PCS,Blimax Heavy Duty Caulking GUN-11,Fasteners & Fixings,3,20.90,40.8,3,,GUN-11,unbranded:blimax-heavy-duty-caulking-gun-11,1,,,,pending,,pending,,,,,5934,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,GUN-11,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
IND-CAS-GLI-SWI-38MM,PCS,1 1/2 IN Glide Swivel Caster Wheel,Fishing & Tackle,25,9.40,40.8,3,,,unbranded:1-1-glide-swivel-caster-wheel,1,,,,pending,,pending,,,,,5935,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
IND-WHE-3IN1,PCS,3 IN 1 Wheel Barrow,Building Materials,2,119.00,40.8,3,,,unbranded:1-wheel-barrow,1,,,,pending,,pending,,,,,5936,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
NAI-SQU-SUP-065MM-500G,PCK,E. G Square Boat Nail 65MM - 500G,Fasteners & Fixings,19,5.60,40.8,3,,,unbranded:e-g-square-boat-nail,3,,,,pending,,pending,,,,,5937,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
PLA-BAG-RUB-BLA-1822,PKT,18 X 22 X 0.035 X 1KG HD Black (plastic Rubbish),Packaging,17,13.80,40.8,3,,,unbranded:18-x-22-x-0-035-x-hd,1,,,,pending,,pending,,,,,5938,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
SAF-SHO-LAU-44#,PAIR,Laufen Safety Shoe 44/10,Safety & Workwear,2,119.00,40.8,3,,,unbranded:laufen-safety-shoe-44-10,1,,,,pending,,pending,,,,,5939,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
SAF-SHO-PAS-39#,PAIR,Passen Safety Shoe 39/5,Safety & Workwear,2,119.00,40.8,3,,,unbranded:passen-safety-shoe-39-5,1,,,,pending,,pending,,,,,5940,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
SAF-SHO-PAS-43#,PAIR,Passen Safety Shoe 43/9,Safety & Workwear,2,119.00,40.8,3,,,unbranded:passen-safety-shoe-43-9,1,,,,pending,,pending,,,,,5941,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
SAF-SHO-SAL-40#,PAIR,Tron Safety Shoe 40/6,Safety & Workwear,2,119.00,40.8,3,,,unbranded:tron-safety-shoe-40-6,1,,,,pending,,pending,,,,,5942,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
"SHH-LIN-I-FIXH-12""",PKT,I-fixh Wire Leader 12,Electrical,6,10.40,40.8,3,,50LBS,unbranded:i-fixh-wire-leader-12,1,,,,pending,,pending,,,,,5943,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,50LBS,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SWI-S/SKT-LWD-0013,PCS,Lwd 0013 F3 13A S/skt SIRIM,Electrical,74,9.20,40.8,3,,,unbranded:lwd-0013-f3-s-skt-sirim,1,,,,pending,,pending,,,,,5944,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TAP-CAB-CB5106A,UNIT,Cabana Bib Tap CB5106A,Plumbing,1,62.90,40.8,3,,CB5106A,unbranded:cabana-bib-tap-cb5106a,1,,,,pending,,pending,,,,,5945,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,CB5106A,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
"TIE-CAB-BLA-100MM-4""",PCK,"Black PVC Cable Ties 100MM (4"")",Electrical,38,2.80,40.8,3,,,unbranded:pvc-cable-ties-4,2,,,,pending,,pending,,,,,5946,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
TOO-CUT-CALWS708B,PCS,Cable Cutter Cr-v 200MM,Electrical,2,30.90,40.8,3,,WS708B,unbranded:cable-cutter-cr-v,1,,,,pending,,pending,,,,,5947,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,WS708B,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
X-FLO-MOC-KV960,PCS,"Kv 960 12""X12 Homotiles",Power Tools,1,6.70,40.8,3,,X12,unbranded:kv-960-12-x12-homotiles,1,,,,pending,,pending,,,,,5948,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,X12,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
X-FLO-MOC-KV963,PCS,"Kv 963 12""X12 Homotiles",Power Tools,1,6.70,40.8,3,,X12,unbranded:kv-963-12-x12-homotiles,1,,,,pending,,pending,,,,,5949,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,X12,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
X-SHI-FAC,PCS,Face Shield,Power Tools,27,3.00,40.8,3,,,unbranded:face-shield,1,,,,pending,,pending,,,,,5950,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
ABR-PAP-SWA-0220,SHT,Swallow Abrasive Sand Paper 220,Abrasives & Cutting,96,2.40,40.7,3,,,unbranded:swallow-abrasive-sand-paper-220,1,,,,pending,,pending,,,,,5951,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BAT-REC-FP1272-12V,PCS,Gp 12V 7.2AH Rec. Battery,Electrical,7,93.90,40.7,3,,,unbranded:gp-rec-battery,1,,,,pending,,pending,,,,,5952,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BNW-BOL-HTM-M10-35MM,PCS,H/t Bolt - M 10 X 35MM,Fasteners & Fixings,173,0.60,40.7,3,,,unbranded:h-t-bolt-m-10-x,10,,,,pending,,pending,,,,,5953,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
BNW-WAS-SPR-18MM,PCK,Bsw Spring Washer 3/4 (8PCS/PCK),Fasteners & Fixings,17,3.60,40.7,3,,8PCS/PCK,unbranded:bsw-spring-washer-3-4-pck,1,,,,pending,,pending,,,,,5954,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,8PCS/PCK,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
CHA-SAW-PLU-17X19,PCS,17 X 19 Chain Saw Plug (-),"Rope, Chain & Netting",30,7.70,40.7,3,,,unbranded:17-x-19-chain-saw-plug,1,,,,pending,,pending,,,,,5955,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
CLI-HOS-ORB-3,PCS,Orbit Hose Clip No : 3,Outdoor & Garden,25,3.20,40.7,3,,,unbranded:orbit-hose-clip-no-3,1,,,,pending,,pending,,,,,5956,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
CLO-SHRT-1094L-16.5,PCS,Golden Horse Working Shirt 1094L - 16.5,Other,7,32.90,40.7,3,,,unbranded:golden-horse-working-shirt-16-5,1,,,,pending,,pending,,,,,5957,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
CLO-SHRT-1094L-17,PCS,Golden Horse Working Shirt 1094L - 17,Other,7,32.90,40.7,3,,,unbranded:golden-horse-working-shirt-17,1,,,,pending,,pending,,,,,5958,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
CUT-PAR-COV-105,PCS,105 Parang With Cover,Abrasives & Cutting,6,37.90,40.7,3,,,unbranded:105-parang-with-cover,1,,,,pending,,pending,,,,,5959,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
DOR-SOC-SGD-12MMSS,PCS,12MM (medium) SS St. Guchi Dust Socket,Electrical,5,20.90,40.7,3,,,unbranded:ss-st-guchi-dust-socket,2,,,,pending,,pending,,,,,5960,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
DOR-STO-TYSON8988,PCS,Tyson 8988 Magnetic Door Holder,Doors & Hardware,4,19.90,40.7,3,,,unbranded:tyson-8988-magnetic-door-holder,1,,,,pending,,pending,,,,,5961,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
DRI-UNI-26107(5),PCS,Br 6200 5MM Universal Drills (4 Flures),Power Tool Accessories,5,20.90,40.7,3,,,unbranded:br-6200-universal-drills-4-flures,4,,,,pending,,pending,,,,,5962,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
ELE-PVC-TEE-3W,PCS,19MM Tee Box (3WAY Box),Plumbing,68,0.90,40.7,3,,3WAY,unbranded:tee-box-3way-box,1,,,,pending,,pending,,,,,5963,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,3WAY,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
FAS-SCR-COA-M8050,PCS,Sr Coach Screw M8 X 50MM,Fasteners & Fixings,148,0.70,40.7,3,,,unbranded:sr-coach-screw-m8-x,6,,,,pending,,pending,,,,,5964,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
"FIT-YG228R-NIP-REC-1/2""X1/4""-BRA",PCS,"Brass Reduced Nipple 1/2""X1/4",Plumbing,9,6.70,40.7,3,,X1/4,unbranded:brass-reduced-nipple-1-2-x1-4,1,,,,pending,,pending,,,,,5965,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,X1/4,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
GAR-HOE-LONG-KANG,PCS,Longkang With Metal Handle,Doors & Hardware,4,19.90,40.7,3,,,unbranded:longkang-with-metal-handle,1,,,,pending,,pending,,,,,5966,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
GAR-SHE-TIG-8530,PCS,Straight Hedge Shear : Tiger Taiwai 8530,Outdoor & Garden,1,78.90,40.7,3,,,unbranded:straight-hedge-shear-tiger-taiwai-8530,1,,,,pending,,pending,,,,,5967,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
GRA-CUT-LIN-YEL,PCK,Square Trimer Line-yellow (PCK),Outdoor & Garden,14,5.70,40.7,3,,,unbranded:square-trimer-line-pck,1,,,,pending,,pending,,,,,5968,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
GRA-PVC-100MM,PCS,4 X 4 PVC Grating,Outdoor & Garden,36,2.20,40.7,3,,,unbranded:4-x-4-pvc-grating,1,,,,pending,,pending,,,,,5969,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
HHD-CIS-HIGH-2.5G-M0635-WHI,SET,2.5G Plastic H/l Cistern Fitting- Techplas Elegen,Plumbing,12,54.90,40.7,3,,,unbranded:plastic-h-l-cistern-fitting-techplas-elegen,1,,,,pending,,pending,,,,,5970,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
IND-WIR-MES-PVC-11231,ROLL,PVC Coated Wire Mesh 1 X 1/2 X 3,Electrical,4,164.00,40.7,3,,,unbranded:pvc-coated-wire-mesh-1-x-1-2,1,,,,pending,,pending,,,,,5971,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
PAI-ROL-SET-WK-RR54319,SET,Worker 4 X 18 Radiator Roller Set,Automotive,66,3.50,40.7,3,,,unbranded:worker-4-x-18-radiator-roller-set,1,,,,pending,,pending,,,,,5972,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
RAI-BOO-KRK-B41M,PAIR,Rainshoes - 41 (8) 6000BLK,Curtains & Blinds,1,20.90,40.7,3,,6000BLK,unbranded:rainshoes-41-8-6000blk,1,,,,pending,,pending,,,,,5973,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,6000BLK,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
"SANDEX-VEL-SAN-4""-060#",PCK,"Sandex 4 Velcro Sanding Disc, 60",Abrasives & Cutting,35,6.60,40.7,3,,,unbranded:sandex-4-velcro-sanding-disc-60,1,,,,pending,,pending,,,,,5974,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
SHH-MOUS-H14,PCS,H14 Huizhu Fishing Superior Quality Mouse 4.5CM (soft),Fishing & Tackle,2,10.40,40.7,3,,H14,unbranded:h14-huizhu-fishing-superior-quality-mouse-soft,1,,,,pending,,pending,,,,,5975,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,H14,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SMR-TCT-HOL-SAW-25MM,PCS,Smr Tct Holesaw 25MM,Power Tool Accessories,4,25.90,40.7,3,,,unbranded:smr-tct-holesaw,9,,,,pending,,pending,,,,,5976,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TEC-COM-INL-VAL-1054,SET,1054 Techplas Compact Bottom Inlet Valve 11,Plumbing,30,21.90,40.7,3,,,unbranded:1054-techplas-compact-bottom-inlet-valve-11,1,,,,pending,,pending,,,,,5977,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOO-COM-GD28,PCS,Gd Combination Wrench 28MM,Hand Tools,2,17.70,40.7,3,,,unbranded:gd-combination-wrench,3,,,,pending,,pending,,,,,5978,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOO-CUT-STA-992014563,PCS,10 (yellow) Aviation Snip-straight,Hand Tools,4,57.90,40.7,3,,,unbranded:10-aviation-snip-straight,1,,,,pending,,pending,,,,,5979,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
"TOO-FIL-ORE-7/32""",DOZ,7/32 Oregan Chainsaw File (b),Hand Tools,5,45.90,40.7,3,,,unbranded:7-32-oregan-chainsaw-file-b,1,,,,pending,,pending,,,,,5980,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOO-LEV-TOR-22057,PCS,Br 2021 9 Torpedo Level,Power Tools,13,6.10,40.7,3,,,unbranded:br-2021-9-torpedo-level,1,,,,pending,,pending,,,,,5981,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
"TOO-NYL-PLU-COU-1/4""",PCS,Nylon Quick Coupler 1/4 Male NSM-20,Power Tool Accessories,9,6.70,40.7,3,,NSM-20,unbranded:nylon-quick-coupler-1-4-male-nsm-20,1,,,,pending,,pending,,,,,5982,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,NSM-20,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
"VAL-BAL-MIN-FF-1/4""X1/4""",PCS,"Ff Brass Mini Ball VALVE-1/4""X1/4",Plumbing,9,6.80,40.7,3,,VALVE-1/4,unbranded:ff-brass-mini-ball-valve-1-4-x1,1,,,,pending,,pending,,,,,5983,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,VALVE-1/4,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
"VAL-BAL-MIN-FH-1/4""X5/16""",PCS,"Fh Brass Mini Ball VALVE-1/4""X5/16",Plumbing,11,5.60,40.7,3,,VALVE-1/4,unbranded:fh-brass-mini-ball-valve-1-4-x5,1,,,,pending,,pending,,,,,5984,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,VALVE-1/4,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
WOO-DOU-08',PCS,Mrtx List 8 (d),Building Materials,74,3.10,40.7,3,,,unbranded:mrtx-list-8-d,1,,,,pending,,pending,,,,,5985,full_catalogue_5901_6000,/home/ubuntu/work/full_catalogue_image_pass/products_5901_6000_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
