item_code,display_name,category,uom,stock_qty,price_myr
ROP-STRAPS-ELASTIC-THAI-N05,45 Thai Elastic Straps,"Rope, Chain & Netting",PCS,87,2.50
SHH-LINE-WHI-NO.30,(bs)long White M. L No. 30,Fishing & Tackle,PCS,6,3.40
STAN-BAT-12V-N652342,Battery Charger 12V,Electrical,PCS,1,118.00
TOO-ELE-STRWS2204,Black Wire Stripper 155MM,Electrical,PCS,4,14.50
WEL-MAC-PAR-NOZ-GAS,Gas Nozzle MB15AK,Power Tool Accessories,PCS,9,6.90
X-SWI-PLK-4G1W-1314,Plk 1314 10A 4G 1W Switch SIRIM,Electrical,PCS,39,20.50
X-TOI-CLEA-TC,Tc Toilet Cleaner,Chemicals & Adhesives,PCS,4,21.90
ALUM-ROU-25MM,1 Alum. Round Tube X 6M (MTR),Building Materials,MTR,37,12.90
BNW-BOL-HTM-M16-60MM,H/t Bolt - M 16 X 60MM,Fasteners & Fixings,PCS,40,2.50
CEMENT-TRAY,Cement Tray,Building Materials,PCS,65,3.90
CLP-PVC06DGT,6 PVC Digital Caliper,Hand Tools,PCS,5,49.90
CUT-DIS-CNS-BLK,Sawman Black Cns Grinding Disc 4,Abrasives & Cutting,PCS,12,14.90
DOR-HIN-BLA-75MM,Iron Hinges Black 3 (PAIR),Home Appliances,PAIR,12,2.50
DZ-GEN-BPC-14X250,Star Bull Point Chisel (mm),Power Tool Accessories,OCS,4,12.80
ELE-PVC-CON-TC3X7-TC022,Tc 3 X 7 PVC Conceal Box (TC022),Electrical,PCS,26,1.90
FAS-SCR-TD650HW-WOOD,12X2 Self Drilling Screw (250PCS/BOX),Fasteners & Fixings,BOX,1,56.90
"FIT-HDPE-ADA-FEM-25MMX3/4""",HDPE Adaptor Female 25MMX3/4,Plumbing,PCS,23,2.40
"FIT-HDPE-BEN-FEM-25MMX1/2""",HDPE Bend Female 25MM X 1/2,Plumbing,PCS,37,2.40
GAR-SPR-CR8411CPT,Shoulder Strap Complate,Outdoor & Garden,PCS,6,14.50
GRA-SSS-100MM-06084(4),4 Czs S/steel Floor Grating,Bathroom,PCS,6,4.50
"HAT-STR-20""",20 Straw Hat,Other,PCS,66,7.50
"IND-CAS-PVC-SWI-5""",Medium Duty Red PVC Swivel Wheel 5,Fishing & Tackle,PCS,5,51.50
IND-DUS-ALI-240L-SHA,Aliclean HDPE Dustbin Tyre Shaft,Automotive,PCS,1,21.50
IND-DUS-GLO-120L,Glomax HDPE Dustbin (120L),Plumbing,PCS,7,129.00
LAD-M/D-STRO-DS10,Strongman D/sided M/d Ladder 10 Step,Ladders & Access,UNIT,1,408.00
"PIP-UPVC-3""","3""(82MM) Ut X 6M Upvc Pipe",Plumbing,MTR,78,10.90
SAF-BEL-IND,Safety Belt,Safety & Workwear,SET,12,19.80
SAF-SHO-AVV-39#,Avvio Safety Shoe 39/5,Safety & Workwear,PAIR,2,145.00
SAF-SHO-AVV-40#,Avvio Safety Shoe 40/6,Safety & Workwear,PAIR,2,145.00
SAF-SHO-AVV-42#,Avvio Safety Shoe 42/8,Safety & Workwear,PAIR,2,145.00
SAF-SHO-AVV-43#,Avvio Safety Shoe 43/9,Safety & Workwear,PAIR,2,145.00
SAF-SHO-AVV-44#,Avvio Safety Shoe 44/10,Safety & Workwear,PAIR,2,145.00
SIN-BAS-VIP-NO.49,No. 49 Vip Brand Washbasin Waste (pop-up),Plumbing,PCS,2,31.90
SWI-POL-2GANG-1WAY,Pol 2GANG 1WAY Switch Socket,Electrical,PCS,5,9.90
TOO-COM-IRO-BUL-09MM,9MM Iron Bull Spanner,Hand Tools,PCS,11,4.50
TOO-SOC-SET-0955X24,R'key Drive Socket Set 0955,Hand Tools,SET,4,79.50
VAL-BAL-MIN-ECC12FF,Ecco PVC Mini Ball VALVE-1/2 Fxf,Plumbing,PCS,6,7.60
VAL-BAL-MIN-ECC12MM,Ecco PVC Mini Ball VALVE-1/2 Mxm,Plumbing,PCS,6,7.80
X-FLO-MOC-30WM90,"12""X12 Floor Tiles 30WM90",Power Tools,PCS,2,2.90
X-FLO-MOC-P603H,Glass Mosaic P603H 30.5X30.5CM,Building Materials,PCS,1,18.00
X-FLO-MOC-P604M,Glass Mosaic P604M 30.5X30.5CM,Building Materials,PCS,1,18.00
X-FLO-MOC-P605H,Glass Mosaic P605H 30.5X30.5CM,Building Materials,PCS,1,18.00
X-FLO-MOC-P605M,Glass Mosaic P605M 30.5X30.5CM,Building Materials,PCS,1,18.00
BIB-G503B,Bib Tap Ni 3/4B Truflo,Plumbing,PCS,7,7.20
BRA-FLA-80MMX30MM,80MM X 30MM Flat Bracket,Plumbing,PCS,406,1.90
BRO-HAN-WOO,1.2M Broom Wood Handle,Doors & Hardware,PCS,27,3.00
CLI-SPE-TER-FEM,Female Speaker Clip Gold (10PCS/PCK),Other,PCK,6,3.60
DOR-ALU-LOC-VSPA-6,Vsp A6 Sliding Door Lock/key (na) 25MM Or 32MM,Doors & Hardware,PCS,3,27.90
DOR-HIN-SSS-50MM,2 Stainless Steel Hinges,Doors & Hardware,SET,20,3.40
DOR-LOC-CYL-SMR-3900,Smr 3900 Cylindrical Lock (v/p),Locks & Security,SET,7,29.50
"FIT-SS376-TEE-1/2""",304 Fxmxm Tee 1/2,Plumbing,PCS,6,8.30
"FIT-YG239R-SOC-MXF-1/2""X1/4""-BRA","Reduced Mxf Brass Socket 1/2""X1/4",Electrical,PCS,12,4.10
GRA-CUT-LIN-GTL2430,Bestul Wire Rope Trimmer Line -2.4MM,Lifting & Rigging,PCK,8,29.90
GRA-CUT-LIN-YEL-4227#,Active Yellow Trimmer Spool 4227,Outdoor & Garden,PCS,5,15.50
JAC-STA-CNN-3TON,China Jack Stand - 3 Ton,Automotive,PAIR,3,85.00
MAR-PEN-70-RED,Faster 70 Marker Pen-red,Hand Tools,PCS,20,2.20
NAIL-TUFTING-TN-7316-PCK,Round Plate Tufting Nail (10PCS/PCK) 16MMX7.3MM,Fasteners & Fixings,PCK,15,4.20
NAIL-TUFTING-TN-8316-PCK,Round Plate Tufting Nail (10PCS/PCK) 16MMX8.5MM,Fasteners & Fixings,PCK,15,4.30
SAF-STEEL-9812,Picasaf Steel Carabiner 9812,Safety & Workwear,PCS,9,23.00
SCP-REM-SKI-CLO-500ML,500ML Skim Clog Remover,Chemicals & Adhesives,BOT,6,9.90
TOO-HAM-RUB-24OZ,Rubber Mallet (cn) 24 Oz,Power Tools,PCS,7,9.90
TOO-PLI-LON-STA-200,8 Maxgrip Bi-material Long Nose Pliers,Power Tools,PCS,2,42.90
VAL-CAB-CB2131,Cabana Angle Valve CB2131,Plumbing,UNIT,2,32.00
VAL-CAB-CB2132,Cabana Angle Valve CB2132,Plumbing,UNIT,2,32.00
VAL-CAB-CB2136,Cabana Angle Valve CB2136,Plumbing,UNIT,2,32.00
WAL-FOA-PE,P. E. Foam,Lighting,SQFT,49,0.30
ABR-PAP-SWA-1500,Swallow Abrasive Sand Paper 1500,Abrasives & Cutting,SHT,91,2.20
BNW-BOL-SS304-M8-50MM,SS 304 Bolt - M8 X 50MM,Fasteners & Fixings,PCS,74,1.60
CAR-RAIN-FLY-200ML,Aa Rain Fly 200ML,Automotive,UNIT,9,25.90
COC-BIB-LION-12MM,Brass Bib Cock - Lion Brand 12 MM,Plumbing,PCS,6,17.50
"DOR-H&S-LEO-4""",Leon S/steel Hasp & STAPLE-4,Fasteners & Fixings,DOZ,1,69.90
DRI-UNI-26107(6),Br 6200 6MM Universal Drills (4 Flures),Power Tool Accessories,PCS,6,17.90
FIT-GAL-TEE-38MM,Galvanised Tee (130) 38MM,Plumbing,PCS,8,11.00
"FIT-SS378-TEE-1/2""",304 Fxfxm Tee 1/2 SS378,Plumbing,PCS,8,5.90
GUN-GRE-NIP-90 M10X1.0,S. K 90 Degree Grease Nipple M10 X 1.0,Fasteners & Fixings,PCS,13,4.50
IND-TRO-BRI-BIG,2 1/2 X 6 Knife Brick Trowel,Hand Tools,PCS,23,7.90
LAM-DOW-DL-1015-2A,Down Light,Lighting,BOX,9,25.00
MEA-TAP-BLI-7.5M-BMT7,Blimax Measuring Tape -bmt 7 7.5M,Hand Tools,PCS,16,15.50
NAI-FEL-SUP-25MM,E. G Felt Nail 25MM 1 KGS,Fasteners & Fixings,KG,10,9.20
NAI-FEL-SUP-25MM-500G,E. G Felt Nail 25MM - 500G,Fasteners & Fixings,PKT,18,5.20
NYLON-CORD-9042,Nylon Cord 9042 X 500G,Other,MTR,221,1.30
PAI-BRU-WOO-040MM,Gd Wool Brush 40 MM,Paint & Sundries,PCS,8,1.30
PAI-SPR-KIMLAC-9621,Kimlac Brand Spray Paint 9621,Paint & Sundries,TIN,4,22.90
"SHH-LEAD-CHAIN-0.25 3/4"" 7'",0.25 3/4 7 C. M. C. N. (lead Chain) (shl),"Rope, Chain & Netting",SET,1,245.00
SWI-CON-PVC-30A,Sjp 30A PVC Connector,Electrical,LTH,16,4.80
TAP-CAB-CB9105,Cabana Hose Bib Tap CB9105,Plumbing,UNIT,1,66.00
TAP-CAB-CB9106,Cabana Bib Tap CB9106,Plumbing,UNIT,1,66.00
TOO-DRV-KT150+,6 King Top (+) Screw Driver,Fasteners & Fixings,PCS,14,6.20
TOO-HOK-TIE-250MM,10 Tie Hook With Bearing,Power Tools,PCS,10,6.90
"TOO-NYL-PLU-COU-3/8""-NSF30",Nylon Quick Coupler 3/8 Female NSF-30,Power Tool Accessories,PCS,10,6.30
"TOO-NYL-PLU-COU-3/8""-NSM30",Nylon Quick Coupler 3/8 Male NSM-30,Power Tool Accessories,PCS,10,6.30
WAT-FIL-FMS-WF0051-5WPMIX,Watertec Water Filter 102 Starter Pack,Pumps & Water,SET,4,21.90
BRO-FLO-HORSE,Horse Palmo Broom With Handle,Doors & Hardware,PCS,4,12.80
"CUT-DIS-AKODA-4""-A7",Akoda 4 Diamond Blade Thin Wet A7,Abrasives & Cutting,PCS,7,27.90
CUT-PIP-TUB-STA-3-28MM-998493020,1/8 (3MM) - 1.1/8 (28MM) Tubing Cutter,Abrasives & Cutting,PCS,3,69.80
CUT-TIL-ROC-700MM,Rockey Tile Cutter Machine - 700MM,Flooring,SET,1,245.00
DRI-BIT-116M,35MM Hitmax Diamond Core Bit,Power Tool Accessories,PCS,4,26.50
"FIT-YG228R-NIP-REC-1/2""X3/8""-BRA","Brass Reduced Nipple 1/2""X3/8",Plumbing,PCS,10,4.70
GUM-SEL-SUPA-3ML,Selleys Supa Glue Twin Pack 3ML,Chemicals & Adhesives,PCS,10,6.90
HOS-CON-00315K,1/2 X 1/4 Water Filter Connector,Pumps & Water,PCS,4,20.90
NAI-SQU-SUP-065MM-1KG,E. G Square Boat Nail 65MM - 1KGS,Fasteners & Fixings,PKG,1,9.30
NUM-60MM-0,Venus Home Numbering 60MM - 0,Signage & Numbering,PCS,4,8.00
NUM-60MM-F,Acp Alphabet 60MM - F,Signage & Numbering,PCS,4,8.00
RAT-CAG,Rat Cage,Other,PCS,23,7.90
SAF-SHO-SANO-40#,Sano Safety Shoe 40/6,Safety & Workwear,PAIR,2,138.00
SAF-SHO-SANO-44#,Sano Safety Shoe 44/10,Safety & Workwear,PAIR,2,138.00
SHH-REEL-YD900,Yes Reel Mix Colour,Fishing & Tackle,PCS,1,20.80
SHH-SEA-FOA-FLO-SSF05,Seahawk Foam Float (2'S),Fishing & Tackle,PKT,2,8.70
"TOO-BAR-WRE-BEN-30""",Gd Wrecking BAR (bent) 30,Power Tools,PCS,4,22.90
TOO-CHI-WOO-ARA-STC002-A,1/2 Aracut Impact Hdl Wood Chisel,Power Tools,PCS,6,12.90
TOO-ELE-GUN-PIN-60W,60W Soldering Iron Gun,Home Appliances,PCS,1,23.90
TOO-NAI-JEA-D11,Adjustable Tool Belt Bag (w/clip),Power Tools,PCS,11,7.20
"TOO-NYL-PLU-COU-1/4""-NSF20",Nylon Quick Coupler 1/4 Female NSF-20,Power Tool Accessories,PCS,10,6.00
TOO-PLI-LON-CT956L,46CM Charcoal Pliers (long),Power Tools,PCS,4,19.90
TOO-RUL-SQU-TRY8,8 Try Square,Power Tools,PCS,16,3.90
"VAL-BAL-MIN-MM-1/4""X1/4""","MM Brass Mini Ball VALVE-1/4""X1/4",Plumbing,PCS,10,5.50
BNW-BOL-HTM-M06-35MM,H/t Bolt - M 06 X 35MM,Fasteners & Fixings,PCS,224,0.30
BNW-BOL-HTM-M08-20MM,H/t Bolt - M 08 X 20MM,Fasteners & Fixings,PCS,226,0.30
BNW-BOL-HTM-M08-45MM,H/t Bolt - M 08 X 45MM,Fasteners & Fixings,PCS,226,0.50
BNW-BOL-HTM-M10-30MM,H/t Bolt - M 10 X 30MM,Fasteners & Fixings,PCS,186,0.70
BNW-BOL-HTM-M16-90MM,H/t Bolt - M 16 X 90MM,Fasteners & Fixings,PCS,27,3.80
BNW-NUT-SS304-M08,SS 304 Nut - M08,Fasteners & Fixings,PCS,110,0.70
CAR-COAT-WAX-500ML,Aa Car Care Coating Wax 500ML,Automotive,PCS,5,39.80
CAR-WAX-WAS-PRE-500ML,Aa Care Care Wash&wax (premium) 500ML,Automotive,PCS,3,8.90
"DOR-SPO-WOO-10""",1-3/4 X 10 Wooden Plane Block Blade,Doors & Hardware,SET,2,33.90
"DRI-AUG-BIT-NO.1/4""",1/4 No. 1 Star-m Auger Bit (b),Power Tool Accessories,PCS,2,25.70
ELE-PVC-BOX-TC6X8,Tc 6X8 PVC Enclosure Box,Electrical,PCS,3,13.90
ELE-SOC-PLU-SATELITE,F Satelite Screw Plug (2PCS/PCK),Fasteners & Fixings,PCK,22,2.90
"FAS-SCR-TAP-CSK-10#2-1/2""",10 X2-1/2 Csk Self Tapping Screw - Flat Head (10PCS/PCK),Fasteners & Fixings,PCK,3,2.90
"FIT-SS235-TEE-1/2""-SUS304",SS Equal Tee 1/2,Plumbing,PCS,7,6.60
"FIT-YG232-ELB-1/2""-BRA",Brass Equal Elbow 1/2,Plumbing,PCS,8,5.90
"FIT-YG245-NIP-3/4""-BRA",Brass Equal Nipple 3/4,Plumbing,PCS,7,6.50
"FIT-YG355-TEE-MXMXF-1/2""-BRA",Brass Mxmxf Tee 1/2,Plumbing,PCS,5,8.80
HOL-SAW-DXHS3624-6PCS,D'xin (DX-HS-3624) Hole Saw 6PCS,Power Tool Accessories,SET,3,17.20
IND-TRO-PLA-411,Gd Plastering Trowel 4 X 11,Hand Tools,PCS,38,5.50
MET-WAT-PLA-KENT,Water Meter (plastic) 1/2 - Kent,Other,PCS,2,121.00
NAI-COM-100MM-20KG,4 Wire Nail (PCK),Fasteners & Fixings,PCK,159,3.20
O-RING-22-26-RED,O-ring 22-26 (red),Other,PCS,77,2.50
"PIP-PVC-3506-1.1/2""","1 1/2""(48MM) Class 3506 X 6M PVC Pipe",Plumbing,LTH,30,23.90
SAF-HEL-PIC-9910-YEL,Picasaf 9910 SIRIM Saf. Hel Fsn Headgear-yel,Safety & Workwear,PCS,12,16.90
SAF-SHO-LAU-39#,Laufen Safety Shoe 39/5,Safety & Workwear,PAIR,2,115.00
SAF-SHO-LAU-40#,Laufen Safety Shoe 40/6,Safety & Workwear,PAIR,2,115.00
SAF-SHO-LAU-41#,Laufen Safety Shoe 41/7,Safety & Workwear,PAIR,2,115.00
SAF-SHO-LAU-43#,Laufen Safety Shoe 43/9,Safety & Workwear,PAIR,2,115.00
SAF-SHO-PAS-40#,Passen Safety Shoe 40/6,Safety & Workwear,PAIR,2,125.00
SAF-SHO-PAS-42#,Passen Safety Shoe 42/8,Safety & Workwear,PAIR,2,125.00
"SANDEX-POL-WOO-7""",Sandex 7 Polishing Wool,Abrasives & Cutting,PCS,6,37.90
SHH-HOO-1920SS4/0,No. 4/0 Eupro Fishing Hook (6'S),Fishing & Tackle,PCK,2,8.30
SHH-SPOOL-106,Fishing Spool HP-106,Fishing & Tackle,PCS,6,2.70
"SNIP-A-ANT-TYP12""",12 England Type Tinman Snip Pride,Hand Tools,PCS,8,25.80
SOC-6MM-3WAY,PVC 3/4 3WAY Box,Other,PCS,45,0.20
SOC-EMPTY-PP100-1G,PP100 1G Ext Box,Other,PCS,3,4.50
THI-TAR-PIN,Tarpin,Other,DOZ,2,124.00
"TOO-BAR-WRE-BEN-18""",Gd Wrecking BAR (bent) 18,Power Tools,PCS,6,12.50
TOO-DRI-MAG-BSP037-F,Box Bit Socket,Electrical,PCS,13,4.20
TOO-DRV-KT250-,10 King Top (-) Screw Driver,Fasteners & Fixings,PCS,8,10.50
"TOO-FIL-ROU-WOO-10""",10 King Top Round Wood Rasp,Power Tools,PCS,5,12.70
"TOO-FIL-ROU-WOO-8""",8 King Top Round Wood Rasp,Power Tools,PCS,6,10.50
TOO-WRE-KEY-KTHEX12003,King Top 9 PCS Hex Key Wrench Set 12003,Hand Tools,SET,12,20.80
TYRE-LEVER,Tyre Lever,Automotive,PCS,19,9.90
"WOO-TIM-1"" X 2"" 4'",Mlh Sawn Timber 1 X 2 X 4,Building Materials,PCS,55,2.90
X-FLO-MOC-36102,36102 30X60CM,Power Tools,PCS,1,7.10
X-FLO-MOC-B40ACY40,B 16 X 16 Floor Tiles,Power Tools,PCS,1,4.90
X-FLO-MOC-GT3811,GT3811 30X60CM,Power Tools,PCS,1,7.10
X-FLO-MOC-KH40ABA4L,16 X 16 Ceramic Floor Tiles KH40ABA4L,Power Tools,PCS,1,4.95
X-FLO-MOC-KH40ABA7D-PI,16 X 16 Ceramic Floor Tiles KH40ABA7D-PI,Power Tools,PCS,1,4.90
X-FLO-MOC-KH40ACY20,16 X 16 Ceramic Floor Tiles KH40ACY20,Power Tools,PCS,1,4.90
X-FLO-MOC-KH40GF3DH,16 X 16 Ceramic Floor Tiles KH40GF3DH,Power Tools,PCS,1,4.50
X-FLO-MOC-N893B,N893 B 16 X 16 Forza Ceramic Floor Tiles Guocera,Power Tools,PCS,1,4.90
X-FLO-MOC-N991A,"16""X16 Floor Tiles N991A",Power Tools,PCS,1,4.90
X-FLO-MOC-T38502,T38502 30X60CM,Power Tools,PCS,1,7.10
ADH-TAP-FIB-50MM,2 Fiber Tape X 45M,Chemicals & Adhesives,PCS,8,6.90
BRA-EPO-FOL-400MM,Epoxy Folding L Bracket - 400/16,Chemicals & Adhesives,PCS,4,17.90
"BUS-NYL-W/BOL-2 1/2""",Nylon Bush With Bolt 1 1/4 X 2 1/2,Fasteners & Fixings,PCS,7,10.50
DOR-STO-RUB-RED-33MM,"Door Stopper Rubber Red 1-3/8""X3",Doors & Hardware,PCS,13,4.50
ELE-DOR-SCH,Schneider Mechanical Ding Dong Door Chim,Doors & Hardware,PCS,1,64.00
ELE-PVC-SOC-TC1820MM,Tc PVC Socket,Electrical,PCS,129,0.40
"FAS-SCR-TAP-PAN-6#3/4""",6 X3/4 Self Tapping Screw-pan Head (20PCS/PCK),Fasteners & Fixings,PACK,49,1.20
"FIT-YG225-BUSH-3/8""X1/4""-BRA",Brass Bushing 3/8 X 1/4,Plumbing,PCS,16,2.80
HHD-VAL-FLO-BRA-VIP-12MM,132 - 1/2 Vip Float Valve (light),Fishing & Tackle,PCS,10,21.90
HOS-SPA-WAS-C555,C555 Washer & Nut (CARD),Fasteners & Fixings,CARD,1,63.90
IND-CEM-3KG-RED,3KG Scincrete Tile Filla-spinach 309,Paint & Sundries,PKT,5,12.90
LOC-TRI-261,261 Tricycle Pad Lock,Locks & Security,DOZ,3,79.90
NAI-AIR-LEO-T50,Leo Air Nail - T50,Fasteners & Fixings,BOX,2,26.90
SCI-S/STEEL-TS265,S/steel Scissors 6.5,Other,PCS,1,17.90
SHH-FLOAT-FF100,"(1"") Plastic Float (2PCS/PCK)",Fishing & Tackle,PKT,10,2.00
SHH-HOOK-10829BL-NO.18,Eupro Fishing Hook No. 18 (8PC),Fishing & Tackle,PKT,4,3.90
SHH-ROD-BB200,Hytac Bumble Bee Reel,Fishing & Tackle,PCS,1,19.90
SMR-TCT-HOL-SAW-32MM,Smr Tct Holesaw 32MM,Power Tool Accessories,PCS,3,32.90
TAP-SKC-M08X1.25,Skc Hand Tap M08 X 1.25,Plumbing,SET,2,24.80
TAP-SKC-M14X1.75,Skc Hand Tap M14 X 1.75,Plumbing,SET,1,54.20
TAP-SKC-M16X1.50,Skc Hand Tap M16 X 1.50,Plumbing,SET,1,52.80
TAP-SKC-M16X2.00,Skc Hand Tap M16 X 2.00,Plumbing,SET,1,52.80
TOO-CLA-F-ATB80X150,6 X 80MM Arrow F Type Wood Clamp,Hand Tools,PCS,10,24.50
TOO-DRI-BIT-MAG-MD-02063,Mdsi (MD-02063) Magnetic Screw Bits 1/4 X 100MM (+),Fasteners & Fixings,PCS,9,5.40
TOO-DRI-MAG-BSP037-E,Asuma Box Bit Socket,Electrical,PCS,14,3.70
UMB-CHI-MIX,Big Umbrella,Housewares,PCS,11,16.50
BAT-ENE-MAX-AA-8PCS,Enr Max Aa 8PCS,Electrical,PCK,17,29.50
BEAD-COR-2.5MTR,Karyon Brand PVC Corner Bead 2.5 MTR,Other,PCS,82,1.90
BRA-S/STEEL-25MM-MMD25(D),25MM S/steel Bracket,Plumbing,PCS,14,6.20
CUT-DIS-26032-RC1500,Rc 1500 Turbo Rexcut Diamond Cutter,Abrasives & Cutting,PCS,9,21.50
"DOR-FLU-SGD-2108""",8 Armor Flush Bolt,Fasteners & Fixings,PCS,2,25.90
DOR-HIN-SSS-65MM,2 1/2 Stainless Steel Hinges,Doors & Hardware,PAIR,16,3.50
"ELE-D/L-630/6""-SQU",Down Lite 630/6 Square Wh+ww,Electrical,PCS,16,29.90
"FIT-SS240R-SOC-REC-3/4""X1/2""",SS Reducing Socket 3/4 X 1/2,Electrical,PCS,7,6.30
GAR-RAK-PVC-2021,PVC Garden Rake Head 2021,Outdoor & Garden,PCS,17,3.90
"GUN-CAU-BLU-11""",Blimax Heavy Duty Caulking GUN-11,Fasteners & Fixings,PCS,3,16.50
IND-CAS-GLI-SWI-38MM,1 1/2 IN Glide Swivel Caster Wheel,Fishing & Tackle,PCS,25,6.70
IND-WHE-3IN1,3 IN 1 Wheel Barrow,Building Materials,PCS,2,118.00
NAI-SQU-SUP-065MM-500G,E. G Square Boat Nail 65MM - 500G,Fasteners & Fixings,PCK,19,5.30
PLA-BAG-RUB-BLA-1822,18 X 22 X 0.035 X 1KG HD Black (plastic Rubbish),Packaging,PKT,17,8.90
SAF-SHO-LAU-44#,Laufen Safety Shoe 44/10,Safety & Workwear,PAIR,2,115.00
SAF-SHO-PAS-39#,Passen Safety Shoe 39/5,Safety & Workwear,PAIR,2,125.00
SAF-SHO-PAS-43#,Passen Safety Shoe 43/9,Safety & Workwear,PAIR,2,125.00
SAF-SHO-SAL-40#,Tron Safety Shoe 40/6,Safety & Workwear,PAIR,2,129.00
"SHH-LIN-I-FIXH-12""",I-fixh Wire Leader 12,Electrical,PKT,6,7.80
SWI-S/SKT-LWD-0013,Lwd 0013 F3 13A S/skt SIRIM,Electrical,PCS,74,6.20
TAP-CAB-CB5106A,Cabana Bib Tap CB5106A,Plumbing,UNIT,1,60.00
"TIE-CAB-BLA-100MM-4""","Black PVC Cable Ties 100MM (4"")",Electrical,PCK,38,2.30
TOO-CUT-CALWS708B,Cable Cutter Cr-v 200MM,Electrical,PCS,2,27.20
X-FLO-MOC-KV960,"Kv 960 12""X12 Homotiles",Power Tools,PCS,1,4.20
X-FLO-MOC-KV963,"Kv 963 12""X12 Homotiles",Power Tools,PCS,1,4.20
X-SHI-FAC,Face Shield,Power Tools,PCS,27,2.50
ABR-PAP-SWA-0220,Swallow Abrasive Sand Paper 220,Abrasives & Cutting,SHT,96,1.90
BAT-REC-FP1272-12V,Gp 12V 7.2AH Rec. Battery,Electrical,PCS,7,86.00
BNW-BOL-HTM-M10-35MM,H/t Bolt - M 10 X 35MM,Fasteners & Fixings,PCS,173,0.70
BNW-WAS-SPR-18MM,Bsw Spring Washer 3/4 (8PCS/PCK),Fasteners & Fixings,PCK,17,3.50
CHA-SAW-PLU-17X19,17 X 19 Chain Saw Plug (-),"Rope, Chain & Netting",PCS,30,5.60
CLI-HOS-ORB-3,Orbit Hose Clip No : 3,Outdoor & Garden,PCS,25,2.00
CLO-SHRT-1094L-16.5,Golden Horse Working Shirt 1094L - 16.5,Other,PCS,7,24.90
CLO-SHRT-1094L-17,Golden Horse Working Shirt 1094L - 17,Other,PCS,7,24.90
CUT-PAR-COV-105,105 Parang With Cover,Abrasives & Cutting,PCS,6,28.90
DOR-SOC-SGD-12MMSS,12MM (medium) SS St. Guchi Dust Socket,Electrical,PCS,5,18.30
DOR-STO-TYSON8988,Tyson 8988 Magnetic Door Holder,Doors & Hardware,PCS,4,19.50
DRI-UNI-26107(5),Br 6200 5MM Universal Drills (4 Flures),Power Tool Accessories,PCS,5,15.90
ELE-PVC-TEE-3W,19MM Tee Box (3WAY Box),Plumbing,PCS,68,0.70
FAS-SCR-COA-M8050,Sr Coach Screw M8 X 50MM,Fasteners & Fixings,PCS,148,0.60
"FIT-YG228R-NIP-REC-1/2""X1/4""-BRA","Brass Reduced Nipple 1/2""X1/4",Plumbing,PCS,9,4.60
GAR-HOE-LONG-KANG,Longkang With Metal Handle,Doors & Hardware,PCS,4,16.90
GAR-SHE-TIG-8530,Straight Hedge Shear : Tiger Taiwai 8530,Outdoor & Garden,PCS,1,67.90
GRA-CUT-LIN-YEL,Square Trimer Line-yellow (PCK),Outdoor & Garden,PCK,14,5.50
GRA-PVC-100MM,4 X 4 PVC Grating,Outdoor & Garden,PCS,36,1.70
HHD-CIS-HIGH-2.5G-M0635-WHI,2.5G Plastic H/l Cistern Fitting- Techplas Elegen,Plumbing,SET,12,49.90
IND-WIR-MES-PVC-11231,PVC Coated Wire Mesh 1 X 1/2 X 3,Electrical,ROLL,4,164.00
PAI-ROL-SET-WK-RR54319,Worker 4 X 18 Radiator Roller Set,Automotive,SET,66,3.40
RAI-BOO-KRK-B41M,Rainshoes - 41 (8) 6000BLK,Curtains & Blinds,PAIR,1,15.80
"SANDEX-VEL-SAN-4""-060#","Sandex 4 Velcro Sanding Disc, 60",Abrasives & Cutting,PCK,35,5.90
SHH-MOUS-H14,H14 Huizhu Fishing Superior Quality Mouse 4.5CM (soft),Fishing & Tackle,PCS,2,7.60
SMR-TCT-HOL-SAW-25MM,Smr Tct Holesaw 25MM,Power Tool Accessories,PCS,4,22.90
TEC-COM-INL-VAL-1054,1054 Techplas Compact Bottom Inlet Valve 11,Plumbing,SET,30,16.50
TOO-COM-GD28,Gd Combination Wrench 28MM,Hand Tools,PCS,2,12.20
TOO-CUT-STA-992014563,10 (yellow) Aviation Snip-straight,Hand Tools,PCS,4,63.50
"TOO-FIL-ORE-7/32""",7/32 Oregan Chainsaw File (b),Hand Tools,DOZ,5,45.90
TOO-LEV-TOR-22057,Br 2021 9 Torpedo Level,Power Tools,PCS,13,5.20
"TOO-NYL-PLU-COU-1/4""",Nylon Quick Coupler 1/4 Male NSM-20,Power Tool Accessories,PCS,9,6.00
"VAL-BAL-MIN-FF-1/4""X1/4""","Ff Brass Mini Ball VALVE-1/4""X1/4",Plumbing,PCS,9,5.50
"VAL-BAL-MIN-FH-1/4""X5/16""","Fh Brass Mini Ball VALVE-1/4""X5/16",Plumbing,PCS,11,5.90
WOO-DOU-08',Mrtx List 8 (d),Building Materials,PCS,74,2.00
ABR-PAP-STAR-400#,Three Star Sandpaper 400,Abrasives & Cutting,PCS,125,1.90
ABR-PAP-SWA-0320,Swallow Abrasive Sand Paper 320,Abrasives & Cutting,SHT,93,1.90
BBQ-CHA-BRI-3KG,3KG Charcoal Briquette,Outdoor & Garden,BOX,3,21.90
BNW-BOL-HTM-M10-25MM,H/t Bolt - M 10 X 25MM,Fasteners & Fixings,PCS,203,0.60
