"ordinal","source_position","item_code","uom","action"
"6123","1018","ADH-TAP-CLO-BLU","PCS","reopen"
"6124","1388","BUL-FFL-60W-B22-FROST","PCS","reopen"
"6125","2155","DOR-LOC-CYL-A600SP","PCS","reopen"
"6126","1119","BAT-ENE-SHD-8PCS","PCK","reopen"
"6127","2228","PAI-ROL-REF-T6010","PCS","reopen"
"6128","1965","SHH-LURE-S359603","PCS","reopen"
"6129","2588","ADH-TAP-WIR-SINO-48X10","ROLL","reopen"
"6130","1129","FIT-BUT-ELB-LUG-1/2""BSPTX20","PCS","reopen"
"6131","1063","ADH-TAP-CLO-SIL","PCS","reopen"
"6132","1343","FIT-BUT-STR-MALE-20MMX3/4""","PCS","reopen"
"6133","2284","IND-FIL-2.4KG","ROLL","reopen"
"6134","1073","BAT-ENE-SHD-AAA12PCS","PCK","reopen"
"6135","1096","PAI-SPR-SAM-033","PCS","reopen"
"6136","2549","PAI-ROL-REF-CRI-7","PCS","reopen"
"6137","2547","HOS-CON-STO-ECO4112","PCS","reopen"
"6138","2313","BAT-ENE-SHD-C2PC","PCS","reopen"
"6139","1207","FIT-BUT-STR-COU-25MMX25MM","PCS","reopen"
"6140","1960","FIT-BUT-END-PLUG-25MM","PCS","reopen"
"6141","1892","ELE-CAB-P23163CW-MTR","METER","reopen"
"6142","1601","BAS-AGRI-BASK-V104","PCS","reopen"
"6143","2194","DOR-LOC-CYL-A600SS","PCS","reopen"
"6144","2093","SHH-LURE-S359604","PCS","reopen"
"6145","1937","GLO-RUB-KOR-PINK","PAIR","reopen"
"6146","1222","FIT-BUT-ELB-MALE-20MMX1/2""","PCS","reopen"
"6147","1358","RUB-BAN-38MM","PCK","reopen"
"6148","1553","HOS-GAR-ORA-160330","ROLL","reopen"
"6149","2089","IND-CAS-SWI-BRA-1.5""","PCS","reopen"
"6150","2482","GLOSEAL-SIL-GN-900C","PCS","reopen"
"6151","1651","IND-CAS-SWI-100MM","PCS","reopen"
"6152","2386","TIE-CAB-WHI-8MMX250MM","PCK","reopen"
"6153","2267","KOYA-GLU-5508","PCS","reopen"
"6154","2401","SWI-SOC-SUM-MS-S113","PCS","reopen"
"6155","1133","BOS-2608-521-042","PCS","reopen"
"6156","1276","FIT-BUT-ELB-MALE-20MMX3/4""","PCS","reopen"
"6157","1390","GAS-REG-BTY182-CT","SET","reopen"
"6158","1663","IND-CAS-SWI-BRA-75MM","PCS","reopen"
"6159","1757","IND-CAS-SWI-75MM","PCS","reopen"
"6160","2181","GUM-BLA-V210","PCS","reopen"
"6161","1176","PAI-SPR-SAM-029","PCS","reopen"
"6162","1656","BOS-2608-602-751","PCS","reopen"
"6163","1236","BAT-ENE-GOL-AA4PC","PCK","reopen"
"6164","2113","ELE-HOL-032","PCS","reopen"
"6165","2276","TOW-CON-MIN66A52","PCS","reopen"
"6166","1446","ELE-D/L-PLC-LED-9W","PCS","reopen"
"6167","1376","GUM-HAR-RS900B","PCS","reopen"
"6168","2458","GUM-HAR-5MIN","SET","reopen"
"6169","2503","CHE-LUB-HD4D-200ML","TIN","reopen"
"6170","1251","MEA-TAP-STE-GLO-03M","PCS","reopen"
"6171","2123","WOO-PLY-9MM-WTRPROOF","PCS","reopen"
"6172","1597","SHE-WOO-43088(3FT)","PCS","reopen"
"6173","2506","CUT-DIS-MARK-01600","PCS","reopen"
"6174","1064","BOS-2608-615-055","PCS","reopen"
"6175","1633","GAS-REG-AER-AZ182","PCS","reopen"
"6176","1203","BAT-EVE-AA-8PCS","PCK","reopen"
"6177","2368","CHE-LUB-HD4D-400ML","TIN","reopen"
"6178","2255","IND-CAS-SWI-1.25""","PCS","reopen"
"6179","1168","TOO-NIE-PLU-COU-20PF","PCS","reopen"
"6180","1576","BUL-FFL-100W-E27-FROST","PCS","reopen"
"6181","1506","IND-CEM-EC-18KG","BAG","reopen"
"6182","2329","GRA-CUT-LIN-TEETH-12""","PCS","reopen"
"6183","1189","PAI-SPR-SAM-008","PCS","reopen"
"6184","2566","TIE-CAB-WHI-8MMX200MM","PCK","reopen"
"6185","2433","BRO-FLO-NYL-6665C","PCS","reopen"
"6186","2559","GUM-HAR-660","SET","reopen"
"6187","1500","BAT-ENE-GOL-AA2PC","PCK","reopen"
"6188","2479","TOW-CAR-MIN-JIN-3070","PCS","reopen"
"6189","2063","IND-WHE-3IN1-STC-ST-22A","UNIT","reopen"
"6190","1967","SWI-T/SOC-MS3233-3-3M3G","PCS","reopen"
"6191","2283","HOS-GAR-ORA-GREENLAND","ROLL","reopen"
"6192","1704","BOS-2608-619-766","PC","reopen"
"6193","2372","GUM-PVC-V-TECH-500GM","CAN","reopen"
"6194","1696","HOS-GAR-MK-HS-1804-30M","ROLL","reopen"
"6195","1112","ELE-D/L-LEDT130-80-6-80W","PCS","reopen"
"6196","2004","SWI-T/SOC-MS3255-1.5M5G","PCS","reopen"
"6197","1784","KOYA-REM-MOS-4000ML","BOT","reopen"
"6198","2397","GAR-SIC-D0601","PCS","reopen"
"6199","2265","IND-CAS-SWI-BRA-1.25""","PCS","reopen"
"6200","2601","GUM-HAR-850W","SET","reopen"
"6201","1423","BAT-ENE-SHD-9V1PCS","PCK","reopen"
"6202","1161","BOS-2608-680-262","PCS","reopen"
"6203","2104","DIS-DIA-DIA-100MM","PCS","reopen"
"6204","2297","BRU-HAN-GLO-462091","PCS","reopen"
"6205","1305","FIT-BUT-ELB-MALE-25MMX3/4""","PCS","reopen"
"6206","1081","BOS-2608-585-873","PCS","reopen"
"6207","1180","ELE-D/L-LEDT13550D27-50W","PCS","reopen"
"6208","1857","KOYA-REM-CEM-4000ML","BOT","reopen"
"6209","1331","ELE-PEN-170/BK-E27","PCS","reopen"
"6210","2021","SWI-T/SOC-MS3244-1.5M4G","PCS","reopen"
"6211","1470","ELE-D/L-MGM-MQTL1119-SQ","PCS","reopen"
"6212","1829","SHE-WOO-43088(2FT)","PCS","reopen"
"6213","2266","KGR-REM-PAI-500ML","TIN","reopen"
"6214","1153","PAI-SPR-SAM-053","PCS","reopen"
"6215","1193","BAT-EVE-SHD-AA-12PC","PCK","reopen"
"6216","1264","PAI-SPR-SAM-004","PCS","reopen"
"6217","2427","KOYA-GRE-P525-1/2KG","TIN","reopen"
"6218","1632","BUT-NUL-ANC-BH02","PCK","reopen"
"6219","1374","FIT-BUT-TEE-MALE-25MMX3/4""","PCS","reopen"
"6220","1565","FIT-BUT-STR-MALE-25MMX3/4""","PCS","reopen"
"6221","1186","BOS-2608-595-050","PCS","reopen"
"6222","2543","CHA-CAP-SQU-EXT-25MM","PCK","reopen"
"6223","2590","DOR-PVC-OAK-72""X30""","PCS","reopen"
"6224","2328","GRA-CUT-BLA-GCB-1490SS","PCS","reopen"
"6225","1763","WAL-DOW-072/1 W","PCS","reopen"
"6226","2032","OIL-MOT-W2T-0.5L","BTL","reopen"
"6227","1442","BOS-1619-P07-571","SET","reopen"
"6228","2091","LOC-SEC-SHE-N50MM","PCS","reopen"
"6229","2512","GUM-HAR-3000W","PCS","reopen"
"6230","2611","BEAR-DOOR","PCK","reopen"
"6231","1872","PAI-TIG-75ML-RED*","TIN","reopen"
"6232","1219","TOO-NIE-PLU-COU-30PH","PCS","reopen"
"6233","1268","TOO-NIE-PLU-COU-20PH","PCS","reopen"
"6234","2101","ADH-TAP-OPP-B40Y","PCS","reopen"
"6235","2183","IND-WHE-3IN1-STC-ST-22","UNIT","reopen"
"6236","1865","ELE-CAB-R/BK-MKK-ROLL","ROLL","reopen"
"6237","1458","HHD-FLU-S300A-50MM","SET","reopen"
"6238","1769","IND-CAS-SWI BRA-100MM","PCS","reopen"
"6239","1609","HOS-MAC-WAS-OUT-3.0M","PCS","reopen"
"6240","2491","BBQ-GRI-JJD-40X70","PCS","reopen"
"6241","1335","PAI-SPR-SAM-012","PCS","reopen"
"6242","2186","LOC-SEC-SHE-N40MM","PCS","reopen"
"6243","2098","TOO-PLI-COM-GT150","PCS","reopen"
"6244","1641","BAT-ENE-GOL-AAA2PC","PCK","reopen"
"6245","1530","WAL-DOW-6003S/1W-BLK","PCS","reopen"
"6246","1669","SPR-BID-ABS-L300","SET","reopen"
"6247","2406","CHE-GRE-HD600-400ML","TIN","reopen"
"6248","1746","GUM-HAR-850","SET","reopen"
"6249","1271","MEA-TAP-STE-GLO-05M","PCS","reopen"
"6250","1342","FIT-BUT-CON-MALE-25MMX3/4""","PCS","reopen"
"6251","2392","BOS-1.6MM-T/ELECTRODE","PCS","reopen"
"6252","1215","BOS-2608-585-872","PCS","reopen"
"6253","1187","BOS-2608-595-051","PCS","reopen"
"6254","1680","FAS-SCR-DS650HW-MET","BOX","reopen"
"6255","2010","PAP-WALL-HAVANA-11889-16","ROLL","reopen"
"6256","2011","PAP-WALL-HAVANA-11892-24","ROLL","reopen"
"6257","2596","TOO-HOL-MAG-VESIC-4""","PCS","reopen"
"6258","1254","PAI-SPR-SAM-65","PCS","reopen"
"6259","2513","GUM-RAT-BOSNY-NO.214","CAN","reopen"
"6260","1357","PAI-SPR-SAM-003","PCS","reopen"
"6261","1124","SWI-PLU-ADA-DLX","PCS","reopen"
"6262","1904","ELE-BUL-SYL-DC12V-6500K-10W","PCS","reopen"
"6263","2428","RIG-SHA-BOW-G209-16MM","PCS","reopen"
"6264","1238","BOS-2608-680-263","PCS","reopen"
"6265","1395","TOO-COM-GLO-15MM","PCS","reopen"
"6266","2249","BOS-2608-600-272","PCS","reopen"
"6267","2156","DRI-BIT-2500-80P-PH2","PCS","reopen"
"6268","2316","DRI-BIT-2500-36P-PH2","PCS","reopen"
"6269","1602","BOS-2608-608-N92","PCS","reopen"
"6270","2100","ADH-TAP-H/D-4229P","ROLL","reopen"
"6271","1603","BOS-SM9922","BTL","reopen"
"6272","1705","DOR-ROL-GAT-75MM","PCS","reopen"
"6273","2565","SWI-SOC-SUM-MS-D213","PCS","reopen"
"6274","2439","FAS-SCR-TECH-WOOD-65MM-BOX","BOX","reopen"
"6275","1057","ELE-D/L-LSM-36W-6500K","PCS","reopen"
"6276","2457","GRA-CUT-LIN-3MM1LB","PCK","reopen"
"6277","1071","TOO-NIE-PLU-COU-20SM","PCS","reopen"
"6278","1072","TOO-NIE-PLU-COU-SOC-20SH","PCS","reopen"
"6279","2578","HOS-CON-SET-40200023","SET","reopen"
"6280","1185","TOO-NIE-PLU-COU-40PF","PCS","reopen"
"6281","2461","LAM-TUN-9174-GRE","PCS","reopen"
"6282","2001","PAI-TIG-75ML-YEL*","PC(S)","reopen"
"6283","1326","TOO-NIE-PLU-COU-30PM","PCS","reopen"
"6284","1360","TOO-NIE-PLU-COU-30PF","PCS","reopen"
"6285","2078","PYE-CEM-1KG-GREY","BAG","reopen"
"6286","1573","TOO-COM-GLO-11MM","PCS","reopen"
"6287","2456","GLO-CLO-HAN-THAI-LONG","PAIR","reopen"
"6288","1840","HOS-GAR-GRE-160330","ROLL","reopen"
"6289","2163","SWI-T/SOC-MS3233-5M3G","PCS","reopen"
"6290","1094","BOS-2607-017-398","SET","reopen"
"6291","2229","SWI-T/SOC-MS3244-3-3M4G","PCS","reopen"
"6292","1477","BOS-2608-602-523","PCS","reopen"
"6293","1123","PAI-SPR-SAM-KPP","PCS","reopen"
"6294","1620","LOC-LUG-S822-073","SET","reopen"
"6295","2402","SWI-T/SOC-3540B-5M3G","SET","reopen"
"6296","1783","HOS-SPR-TRN-ST3355","PCS","reopen"
"6297","2454","GAR-HOE-CRO-2.5LB","PCS","reopen"
"6298","1537","GLU-EPO-145G","SET","reopen"
"6299","2571","BOX-POS-KH2078","PCS","reopen"
"6300","1386","BAT-ENE-SHD-6V1PVC","PCS","reopen"
"6301","1931","CIMA-DL-L-4111-RND-12W-SEN-840","SETS","reopen"
"6302","2600","GAR-SPR-P17-PI808","PCS","reopen"
"6303","1473","PAI-SPR-SAM-002","PCS","reopen"
"6304","1152","GUN-CAU-GT902","PCS","reopen"
"6305","1884","HOS-MAC-WAS-OUT-2.0M","PCS","reopen"
"6306","2106","TOO-PLI-COM-GT175","PCS","reopen"
"6307","1366","TOO-COM-GLO-17MM","PCS","reopen"
"6308","2064","PAI-TIG-75MLWHI*","PCS","reopen"
"6309","2243","TOO-CHI-WOO-GT012","PCS","reopen"
"6310","1396","TOO-NIE-PLU-COU-20PM","PCS","reopen"
"6311","1058","GLO-SEM-LEA-700SP","PAIR","reopen"
"6312","1528","TOO-COM-GLO-13MM","PCS","reopen"
"6313","1905","FAS-BOL-ANC09","PCK","reopen"
"6314","1021","BRU-END-GLO-509061","PCS","reopen"
"6315","1424","BOS-2608-595-049","PCS","reopen"
"6316","2071","ELE-CON-TOO-A86-SIL","PCS","reopen"
"6317","1191","SIN-CAV-CA842A","PCS","reopen"
"6318","2332","ROO-GUT-WH-G100-5.8M","PCS","reopen"
"6319","1445","CIMA-1618/L/24W/G","SET","reopen"
"6320","1379","SIN-CAV-CA1842C","PCS","reopen"
"6321","1315","GAS-STO-WH02-013","SET","reopen"
"6322","2242","SWI-T/SOC-MS3255-3-3M5G","PCS","reopen"
"6323","1141","NIP-HYD-MET-SIL-1L","CAN","reopen"
"6324","1577","COC-SINK-LUX-K2B-LT8512","PCS","reopen"
"6325","1848","SHE-WOO-43088(4FT)","PCS","reopen"
"6326","1795","GAS-TOR-20031","PCS","reopen"
"6327","1812","STO-BOSS-BMS1","PCS","reopen"
"6328","2365","ADH-TAP-DOU-M12","ROLL","reopen"
"6329","2545","FAS-SCR-TECH-WOOD-50MM-BOX","BOX","reopen"
"6330","1263","NIP-UND-WHT-1L","CAN","reopen"
"6331","1673","ADH-TAP-NISSHO-HCH-SG0077","ROLL","reopen"
"6332","1984","GAS-REG-BTY182-V","PCS","reopen"
"6333","1156","TOO-NIE-PLU-COU-SOC-20SF","PCS","reopen"
"6334","1147","TOO-HAM-CLA-GT29MM","PCS","reopen"
"6335","2435","COC-BIB-SZW-12MM","EA","reopen"
"6336","1512","PAI-SPR-SAM-024","PCS","reopen"
"6337","1167","HHD-STO-JYMT-JM600A","PCS","reopen"
"6338","1290","BOS-2608-638-473","PCS","reopen"
"6339","1871","PAI-TIG-250ML-BLA","PCS","reopen"
"6340","2146","HHD-STO-TIG-150MM","PCS","reopen"
"6341","2462","LOC-SEC-SHE-N30MM","PCS","reopen"
"6342","2447","STIHL-0781-319-8401","BOT","reopen"
"6343","1077","BOS-2608-595-066","PCS","reopen"
"6344","2161","PYE-CEM-1KG-WHITE","BAG","reopen"
"6345","1101","BOS-2608-585-879","PCS","reopen"
"6346","1557","BOS-2608-522-265","PCS","reopen"
"6347","1070","SIN-STA-RAC-SSS","PCS","reopen"
"6348","1181","FAN-VIO-F017","SET","reopen"
"6349","1184","SIN-CAV-CA820N","PCS","reopen"
"6350","1163","FAN-STA-BSF-8031","PCS","reopen"
"6351","1585","WAL-DOW-82268-2BK","PCS","reopen"
"6352","2238","FAS-SCR-ZPH-DSMHO525-BOX-500PCS","BOX","reopen"
"6353","1523","HDD-TOI-COV-TSS-4127","PCS","reopen"
"6354","1532","CIMA-SD-L/200Y/36W/WH/3C","SET","reopen"
"6355","2169","FAS-SCR-DS520HOW-BOX","BOX","reopen"
"6356","1777","WEL-ELE-NSW-308L-2.6MM","KGS","reopen"
"6357","1332","GLU-EPO-356G","SET","reopen"
"6358","2453","FAS-SCR-TECH-METAL-25MM-BOX","BOX","reopen"
"6359","1683","GLO-LAT-TOP","BOX","reopen"
"6360","1695","GLO-WEL-UNISAFE","PAIR","reopen"
"6361","1311","BOS-2608-615-056","PCS","reopen"
"6362","2358","SOC-EMPTY-TAI-5G-LO6200","PCS","reopen"
"6363","2540","ADH-GLU-PE175GM","SET","reopen"
"6364","1174","ELE-D/L-LSM-24W-6500K","PCS","reopen"
"6365","1134","ELE-D/L-PHI-LED-7W","PCS","reopen"
"6366","1776","TOO-PLI-JOI-W508E","PCS","reopen"
"6367","1511","PAI-SPR-SAM-019","PCS","reopen"
"6368","1570","PAI-SPR-SAM-F2","PCS","reopen"
"6369","2319","LOC-SEC-SHE-N60MM","PCS","reopen"
"6370","1278","MEA-TAP-STE-GLO-075M","PCS","reopen"
"6371","1913","ADH-TAP-NISSHO-HCH-SG0006","ROLL","reopen"
"6372","1337","TOO-COM-GLO-21MM","PCS","reopen"
"6373","2260","TOO-CHI-WOO-GT025","PCS","reopen"
"6374","1003","BOS-2608-608-T66-N","PCK","reopen"
"6375","1010","BOS-2608-608-T68-N","PCK","reopen"
"6376","1011","BOS-2608-608-T72","PCK","reopen"
"6377","1340","BOS-2608-900-551","PCS","reopen"
"6378","2312","ADH-TAP-FIB-GLO","ROLL","reopen"
"6379","1443","BOS-2608-630-058","PCS","reopen"
"6380","2205","TOO-DRV-BLI-IMP-4(-)","PCS","reopen"
"6381","2398","HHD-STO-JM199-7""","PCS","reopen"
"6382","1102","BOS-2608-595-063","PCS","reopen"
"6383","1056","DRI-SDS-GT02-55160","PCS","reopen"
"6384","2235","BUT-NUL-ANC-METAL-MB0830","PCK","reopen"
"6385","1616","ELE-CAB-PVC-4.00MM-BLK","ROLL","reopen"
"6386","1866","ELE-CAB-WIR-ML-2.5MM-BLK","ROLL","reopen"
"6387","1344","SIN-SKS-4440","PCS","reopen"
"6388","1982","FAS-SCR-TD640HW-WOOD-500PCS/BOX","BOX","reopen"
"6389","2070","ELE-CAB-WIR-ML-1.5MM2-BLK","ROLL","reopen"
"6390","2111","ELE-CAB-WIR-ML-1.5MM2-GRE","ROLL","reopen"
"6391","2088","HOO-CAB-CB806-5","UNIT","reopen"
"6392","1409","BOS-0600-800-010","ROLL","reopen"
"6393","1561","COC-BAS-CVL-2056","PCS","reopen"
"6394","2318","GAR-HOE-RED-IND-3551C-2.5LBS","PCS","reopen"
"6395","1858","OIL-ENG-STIHL","PAIL","reopen"
"6396","1037","SWI-T/SOC-TAI-2G3M","PCS","reopen"
"6397","1806","ELE-ADA-MS3003/WNL","PCS","reopen"
"6398","1854","ELE-D/L-MGM-MQTL1119-SQ-4000K","PCS","reopen"
"6399","1608","HOS-FLE-VIP-6615","PCS","reopen"
"6400","1363","BOS-2608-615-025","PCS","reopen"
"6401","1662","HOS-INL-PVC3.0M","PCS","reopen"
"6402","1169","TOO-NIE-PLU-COU-30SM","PCS","reopen"
"6403","1964","SAF-FLO-WET-92201","ST","reopen"
"6404","1132","SWI-SOC-13A-TC1338","PCS","reopen"
"6405","2026","BOS-2608-615-232","PCS","reopen"
"6406","1808","HOS-INL-PVC-1.5M","ROLL","reopen"
"6407","2059","ELE-D/L-PHI-LED-9W/E27-YEL","PCS","reopen"
"6408","2085","ELE-D/L-PHI-LED-9W","PCS","reopen"
"6409","1796","GUM-HAR-625","TIN","reopen"
"6410","1270","HHD-STO-JYMT-JM400B","PCS","reopen"
"6411","2232","TOO-PLI-LOS-NOS-GT8""","PCS","reopen"
"6412","1364","BOS-2608-680-273","PCS","reopen"
"6413","2147","HOS-MAC-WAS-OUT-1.5M","PCS","reopen"
"6414","1452","TOO-COM-GLO-19MM","PCS","reopen"
"6415","2391","TOO-PLI-LOS-NOS-GT6""","PCS","reopen"
"6416","2388","TOO-CHI-WOO-GT009","PCS","reopen"
"6417","1144","BOS-2608-585-877","PCS","reopen"
"6418","2467","BOS-2608-600-264","PCS","reopen"
"6419","1004","DRI-SDS-GT02-10160","PCS","reopen"
"6420","1976","BUL-FFL-100W-B22-FROST","PCS","reopen"
"6421","1157","X-ELE-CEI-LIG-38128-96W","PCS","reopen"
"6422","1691","ELE-CAB-PVC-4.00MM-RED","ROLL","reopen"
"6423","1836","BOS-0012","SET","reopen"
"6424","1961","HOS-GAR-CAV-5/8""X30M","ROLL","reopen"
"6425","1393","SINK-TAP-TWN-LUX-LM8865","PCS","reopen"
"6426","1330","ELE-D/L-LEDT140-100-6-100W","PCS","reopen"
"6427","2586","TRO-SHO-CNSC5001","SET","reopen"
"6428","1560","CIMA-HY-C003/L/32W","SET","reopen"
"6429","2073","FAS-SCR-TD665HW-WOOD","BOX","reopen"
"6430","2333","SWI-T/SOC-MS3244-5-5M4G","PCS","reopen"
"6431","1478","CHA-SAW-CHAIN-3610-16""","PCS","reopen"
"6432","1612","SWI-SOC-ELE-TSGY913","PCS","reopen"
"6433","2122","TRA-SOC-METAL-125503","PCS","reopen"
"6434","1701","TOI-HOL-GS-K7","PCS","reopen"
"6435","2350","HOO-CAB-CB807-3","UNIT","reopen"
"6436","2516","SWI-T/SOC-MS3233-1.5M3G","PCS","reopen"
"6437","1833","WAL-DOW-6003S/1S-AB","PCS","reopen"
"6438","1065","BOS-SF-10","PCS","reopen"
"6439","1921","IND-COA-SKI-WHI","BAG","reopen"
"6440","1725","COC-SINK-K505C","SET","reopen"
"6441","1281","PAI-SPR-SAMURAI-H2","PCS","reopen"
"6442","1628","ADH-TAP-NISSHO-HCH-SG0100","ROLL","reopen"
"6443","1572","PYE-WOO-VAR-1L","TIN","reopen"
"6444","1369","TOO-NIE-MAG-1.5LB-50521024","PCS","reopen"
"6445","1385","TOO-NIE-SOC-KEY-L12MM","PCS","reopen"
"6446","1966","SHO-ROU-ARM-6AR06","SET","reopen"
"6447","1782","HOS-INL-PVC2.0M","ROLL","reopen"
"6448","1711","TOO-LEV-SUN-300MM","PCS","reopen"
"6449","1248","ELE-D/L-PHI-3U-11W-E27","PCS","reopen"
"6450","2144","HHD-STO-JYMT-150MM","PCS","reopen"
"6451","1232","NIE-SOC-HAN-DEE-06P-1/2-08MM","PCS","reopen"
"6452","1249","ELE-D/L-PHI-LED-09W","PCS","reopen"
"6453","2231","TOO-PLI-LOC-GT250","PCS","reopen"
"6454","1666","PAI-SPR-SAM-001","PCS","reopen"
"6455","1350","ELE-D/L-PHI-LED-5W-ESS","PCS","reopen"
"6456","1338","TOO-HAM-CRO-GT16MM","PCS","reopen"
"6457","2272","TOI-PUS-BOT-CJPB5000","PCS","reopen"
"6458","1368","TOO-HAM-CRO-GT14MM","PCS","reopen"
"6459","2334","TOO-WRE-ADJ-GT200","PCS","reopen"
"6460","1413","BOS-2608-680-277","PCS","reopen"
"6461","1465","TOO-NIE-PLU-COU-40PM","PCS","reopen"
"6462","1113","NIETZ-MOU-FLA-WHE-57110080","PCS","reopen"
"6463","1531","BOS-2608-631-013","PCS","reopen"
"6464","2290","TOO-DRV-BLI-IMP-6""(-)","PCS","reopen"
"6465","1009","BOS-2608-578-115","PCS","reopen"
"6466","2081","WEL-MAC-MAR","UNIT","reopen"
"6467","1736","ELE-CAB-PVC-4.00MM-GRE","ROLL","reopen"
"6468","1926","X-DRI-IMP-MIN-MS600","SET","reopen"
"6469","1303","ELE-CEI-LIG-15186/96W","PCS","reopen"
"6470","1934","DC-DSM21-100","SET","reopen"
"6471","1307","MIX-DEK-MX907B","PCS","reopen"
"6472","2189","X-AMFC-3404","PCS","reopen"
"6473","1479","ELE-CEI-LIG-9402/400-3CLR","PCS","reopen"
"6474","1555","SPR-BID-SWP-SS304-75S","SET","reopen"
"6475","1657","CIMA-HY-C007/L/32W","SET","reopen"
"6476","1772","SWI-SOC-ELE-TSBK913","PCS","reopen"
"6477","2463","SWI-SOC-ALM-MK-G2946","EA","reopen"
"6478","1033","SWI-T/SOC-TAI-3G5M","PCS","reopen"
"6479","2471","HOS-GAR-ORA-GREENLAND-GPI","ROLL","reopen"
"6480","2431","ADH-GLU-PE300GM","SET","reopen"
"6481","1032","NIP-TIM-FIN-1L-T/RED","CAN","reopen"
"6482","2131","NET-SUN-3MX3M-90%","PCS","reopen"
"6483","1619","HOS-FLE-VIP-6618","PCS","reopen"
"6484","1932","COC-BASIN-LUX-LT9514","PCS","reopen"
"6485","2556","BAS-AGRI-BASK-V1034","PCS","reopen"
"6486","2558","GAR-HOE-JM3812","PCS","reopen"
"6487","2449","BIB-TAP-CLN-AB7122","PCS","reopen"
"6488","1998","COC-SINK-K505L","SET","reopen"
"6489","2087","GAS-TOR-20032","PCS","reopen"
"6490","1220","TOO-NIE-PLU-COU-40SF","PCS","reopen"
"6491","1221","TOO-NIE-PLU-COU-40SM","PCS","reopen"
"6492","1256","TOO-NIE-PLU-COU-30SF","PCS","reopen"
"6493","1247","BOS-2608-680-279","PCS","reopen"
"6494","1304","ELE-D/L-PHI-LED-13W","PCS","reopen"
"6495","1702","TOO-LEV-SUN-450MM","PCS","reopen"
"6496","1252","NIE-SOC-HAN-DEE-06P-1/2-18MM","PCS","reopen"
"6497","1279","NIE-SOC-HAN-DEE-06P-1/2-13MM","PCS","reopen"
"6498","1339","BOS-2608-680-272","PCS","reopen"
"6499","1306","MEA-TAP-STE-GLO-10M","PCS","reopen"
"6500","1422","TOO-HAM-CLA-GT23MM","PCS","reopen"
"6501","2593","LOC-VIVOZ-V50MM","PCS","reopen"
"6502","1778","ADH-TAP-ALU-48MMX25M","PCS","reopen"
"6503","1053","TOO-HAM-CHI-NIE-551-22-030","PCS","reopen"
"6504","1463","TOO-COM-GLO-22MM","PCS","reopen"
"6505","2390","TOO-PLI-CIR-GTIS150","PCS","reopen"
"6506","1805","BAT-ENE-GOL-AAA4PC","PCS","reopen"
"6507","2477","TOO-CHI-WOO-GT018","PCS","reopen"
"6508","1516","TOO-NIE-SOC-HAN-1/2""-16MM","PCS","reopen"
"6509","2476","TOO-CHI-WOO-GT015","PCS","reopen"
"6510","1589","BOS-2608-680-258","PCS","reopen"
"6511","2102","BOS-1619-P12-159","PCS","reopen"
"6512","2299","DL5SS-HOS-NIPP-1/2""X12MM","PCS","reopen"
"6513","1630","BOS-2608-630-030","PCS","reopen"
"6514","1801","TOO-COM-GLO-14MM","PCS","reopen"
"6515","1001","BOS-2608-578-116","PCS","reopen"
"6516","1111","DRI-SDS-GT02-09160","PCS","reopen"
"6517","1120","DRI-SDS-GT02-10110","PCS","reopen"
"6518","1968","TOO-COM-GLO-09MM","PCS","reopen"
"6519","1887","BOS-2608-608-N94","PCS","reopen"
"6520","1050","SHO-CAB-CSS8803-BL","PCS","reopen"
"6521","1518","DC-DCJZ23-10IEK","SET","reopen"
"6522","2134","RAK-2 IN 1","SET","reopen"
"6523","1563","DOR-WOO-KY800","PCS","reopen"
"6524","1766","DC-DCJZ1202E","SET","reopen"
"6525","2331","RAK-2 IN1-B400W","SET","reopen"
"6526","1265","SIN-CAV-CA850","PCS","reopen"
"6527","1548","ELE-CAB-SPEAKER-FAJAR-30/0.18MMX2C","COIL","reopen"
"6528","1200","FAN-CEI-ALP-FC32","UNIT","reopen"
"6529","2500","IND-WHE-WB-533","UNIT","reopen"
"6530","1397","WAL-DOW-2117-E27","PCS","reopen"
"6531","1387","BID-CAB-CB88SS-DIY","PCS","reopen"
"6532","2086","GAS-STO-BGC-668","PCS","reopen"
"6533","2080","VAC-MID-MVC-SC861R","PCS","reopen"
"6534","1541","SHO-HAN-SWP-HS-513","SET","reopen"
"6535","1586","WAS-BAS-BA802-WHT","NOS","reopen"
"6536","1703","WAL-DOW-B204/1W","SET","reopen"
"6537","1734","CIMA-HY-C008/L/32W","SET","reopen"
"6538","1559","CHA-SAW-CHAIN-3610-18""","PCS","reopen"
"6539","1600","WAS-BAS-BA805-WHT","NOS","reopen"
"6540","1607","GAS-STO-BPG-168","PCS","reopen"
"6541","2224","FAS-SCR-DS525HW-MET","BOX","reopen"
"6542","1708","HHD-CIS-DUAL-M0625/N8205-WHI","SET","reopen"
"6543","1834","WAL-DOW-9169/1W","PCS","reopen"
"6544","1790","TOI-TIS-CB318-BL","PCS","reopen"
"6545","1012","BOS-2608-680-294","PCS","reopen"
"6546","1780","COC-BAS-SSS-LSS103","PCS","reopen"
"6547","1831","TOI-HOL-GS-K6","PCS","reopen"
"6548","2455","GAR-HOE-CRO-CHI-2.5LB","PCS","reopen"
"6549","1827","JUG-DEK-KET-KTJK1811","PCS","reopen"
