source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model
1072,TOO-NIE-PLU-COU-SOC-20SH,PCS,Nietz Quick Coupler Socket 20SH,Electrical,13,19.50,3,Nietz,20SH,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2578,HOS-CON-SET-40200023,SET,Ecogreen- Hose Basic Set / 1/2,Outdoor & Garden,13,15.50,3,,EG4400,reopen,pending,,,,manus-2559-2608,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries.",yes
1185,TOO-NIE-PLU-COU-40PF,PCS,Nietz Quick Coupler Plug 40PF,Electrical,13,12.80,3,Nietz,40PF,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2461,LAM-TUN-9174-GRE,PCS,Tungsram 150W Green,Lighting,13,11.32,3,,PAR38-9174,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2001,PAI-TIG-75ML-YEL*,PC(S),75ML Tiger G. P Yellow,Paint & Sundries,13,8.50,3,,0003-GOLDEN,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1326,TOO-NIE-PLU-COU-30PM,PCS,Nietz Quick Coupler Plug 30PM,Electrical,13,7.80,3,Nietz,30PM,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1360,TOO-NIE-PLU-COU-30PF,PCS,Nietz Quick Coupler Plug 30PF,Electrical,13,7.70,3,Nietz,30PF,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2078,PYE-CEM-1KG-GREY,BAG,PYE Grout GREY-1KG,Chemicals & Adhesives,13,6.50,3,,GREY-1KG,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1573,TOO-COM-GLO-11MM,PCS,Glotool Combination Wrench 11MM,Hand Tools,13,5.60,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2456,GLO-CLO-HAN-THAI-LONG,PAIR,Thai Colour Gloves (long),Safety & Workwear,13,4.50,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1840,HOS-GAR-GRE-160330,ROLL,Br 83030 PVC Green Garden Hose 16X3.0MMX30M,Outdoor & Garden,12,103.00,3,,16X3.0MMX30M,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2163,SWI-T/SOC-MS3233-5M3G,PCS,Morries Extension Socket 3G 5M W Neon,Electrical,12,59.50,3,,MS3233-5,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1094,BOS-2607-017-398,SET,X-line Set (33PCS),Power Tools,12,55.90,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2229,SWI-T/SOC-MS3244-3-3M4G,PCS,Morries Extension Socket 4G 3M W Neon (blue),Electrical,12,52.90,3,,MS3244-3,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1477,BOS-2608-602-523,PCS,105MM Universal Diamond Cutting Disc,Abrasives & Cutting,12,43.90,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1123,PAI-SPR-SAM-KPP,PCS,Samurai Spray Paint Kpp Plastic Primer,Paint & Sundries,12,35.90,3,Samurai,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1620,LOC-LUG-S822-073,SET,Stanley 20MM Keyed Combo Luggage Pad Lock (blue/grey),Locks & Security,12,33.90,3,Stanley,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2402,SWI-T/SOC-3540B-5M3G,SET,3G Extension Socket Sp,Electrical,12,31.90,3,,EXT-3540B,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1783,HOS-SPR-TRN-ST3355,PCS,S/s High Pressure Shower Hose 1.5M,Bathroom,12,23.80,3,,ST3355,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2454,GAR-HOE-CRO-2.5LB,PCS,Crocodile Hoe,Outdoor & Garden,12,21.90,3,,2.1/2LB,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1537,GLU-EPO-145G,SET,Pioneer Epoxy Glue 146G X,Chemicals & Adhesives,12,21.50,3,,2CANS,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2571,BOX-POS-KH2078,PCS,PVC Post Box/letter Box (KH2078),Doors & Hardware,12,19.80,3,,KH2078,reopen,pending,,,,manus-2559-2608,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries.",yes
1386,BAT-ENE-SHD-6V1PVC,PCS,Eveready Shd 6V 1PC,Electrical,12,18.50,3,Eveready,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1931,CIMA-DL-L-4111-RND-12W-SEN-840,SETS,Senco LED Panel Light-ir 12W Round 5,Lighting,12,17.90,3,,DL-L/4111/RND/12W/SEN,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2600,GAR-SPR-P17-PI808,PCS,PI7 Garden Sprayer - Pi 808,Outdoor & Garden,12,16.20,3,,PI7,reopen,pending,,,,manus-2559-2608,"PENDING: Malaysia-first exact-model searches were run using the required three queries. No authoritative exact page plus exact downloadable image cleared the candidate gate; family, sibling, marketplace, and generic images were not substituted. Queries recorded in search_queries.",yes
1473,PAI-SPR-SAM-002,PCS,Samurai Spray Paint 2 White,Paint & Sundries,12,13.90,3,Samurai,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1152,GUN-CAU-GT902,PCS,Glotool Caulking Gun 902R,Fasteners & Fixings,12,12.60,3,Glotool,902R,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1884,HOS-MAC-WAS-OUT-2.0M,PCS,PVC Outlet HOSE-2.0M,Outdoor & Garden,12,12.50,3,,HOSE-2.0M,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2106,TOO-PLI-COM-GT175,PCS,Glotool Combination Plier 7,Hand Tools,12,12.50,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1366,TOO-COM-GLO-17MM,PCS,Glotool Combination Wrench 17MM,Hand Tools,12,8.70,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2064,PAI-TIG-75MLWHI*,PCS,75ML Tiger G. P,Paint & Sundries,12,8.50,3,,9102-WHITE,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2243,TOO-CHI-WOO-GT012,PCS,Glotool Wood Chisel 1/2,Hand Tools,12,8.50,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1396,TOO-NIE-PLU-COU-20PM,PCS,Nietz Quick Coupler Plug 20PM,Electrical,12,7.40,3,Nietz,20PM,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1058,GLO-SEM-LEA-700SP,PAIR,Semi Leather Gloves,Safety & Workwear,12,6.70,3,Glotool,700SP,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1528,TOO-COM-GLO-13MM,PCS,Glotool Combination Wrench 13MM,Hand Tools,12,5.90,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1905,FAS-BOL-ANC09,PCK,Glotool Drop IN Anchor 3/8 X 1-1/2 (5PCS/PCK),Fasteners & Fixings,12,3.50,3,Glotool,5PCS/PCK,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1021,BRU-END-GLO-509061,PCS,Glotool E/brush (b) 12MM,Power Tool Accessories,12,3.30,3,Glotool,509061-9009C,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1424,BOS-2608-595-049,PCS,Hss-g Metal Bit 1.0MM,Power Tools,12,2.60,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2071,ELE-CON-TOO-A86-SIL,PCS,Taicon Nut Box Concealtools Iron,Fasteners & Fixings,12,1.80,3,Taicon,A86-SIL,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1191,SIN-CAV-CA842A,PCS,Cavallo SS Sink,Kitchen & Sinks,11,129.00,3,,CA1842A,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2332,ROO-GUT-WH-G100-5.8M,PCS,Middy: G100 X 5.8M Gutter (white),Building Materials,11,109.00,3,,G100,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1445,CIMA-1618/L/24W/G,SET,Cei/lamp Ic Control 1618/22W/G,Lighting,11,105.00,3,,1618/22W/G,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1379,SIN-CAV-CA1842C,PCS,Cavallo S/steel Sink CA1842C,Kitchen & Sinks,11,79.00,3,,CA1842C,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1315,GAS-STO-WH02-013,SET,Warehouse Double Gas Cooker,Home Appliances,11,75.90,3,,WGC-7112/7102,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2242,SWI-T/SOC-MS3255-3-3M5G,PCS,Morries Extension Socket 5G 3M W Neon (blue),Electrical,11,56.90,3,,MS3255-3,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1141,NIP-HYD-MET-SIL-1L,CAN,1L Nippon Hydro Metallic Silver Base,Paint & Sundries,11,47.90,3,Nippon Paint,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1577,COC-SINK-LUX-K2B-LT8512,PCS,Luxtec Pillar Sink Tap,Kitchen & Sinks,11,41.50,3,,K2B-LT8512,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1848,SHE-WOO-43088(4FT),PCS,Rw-cb (m) - 4FT Wood Shelf,Housewares,11,37.90,3,,4FT,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1795,GAS-TOR-20031,PCS,Br 5503 1300 C Fire Bird Torch,Lighting,11,29.90,3,,KLD-987C,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1812,STO-BOSS-BMS1,PCS,Bossman Mini Lotus Stove 1 (K-202),Home Appliances,11,28.50,3,,K-202,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2365,ADH-TAP-DOU-M12,ROLL,3M Scotch Double-sided Mountng Tape (12MMX7M)12/48,Chemicals & Adhesives,11,28.50,3,,12MMX7M,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2545,FAS-SCR-TECH-WOOD-50MM-BOX,BOX,Techscrew-wood Screw X 50MM (250PCS/BOX),Fasteners & Fixings,11,26.70,3,,250PCS/BOX,reopen,pending,,,,recover-pass1,"Q: ""Techscrew wood screw 50MM"": techscrew.com is a UK firm (Woodall Fastening Systems), NOT the MY product's maker; local commodity screw. brand_mismatch_no_source.",yes
1263,NIP-UND-WHT-1L,CAN,1L Nippon Economy Undercoat White,Paint & Sundries,11,24.90,3,Nippon Paint,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1673,ADH-TAP-NISSHO-HCH-SG0077,ROLL,18MM X 10Y Nissho Acyclic Foam Side Tape (red),Chemicals & Adhesives,11,20.90,3,,10Y,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1984,GAS-REG-BTY182-V,PCS,Butterfly LPG Regulator 182-V,Home Appliances,11,19.50,3,,182-V,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1156,TOO-NIE-PLU-COU-SOC-20SF,PCS,Nietz Quick Coupler Socket 20SF,Electrical,11,18.90,3,Nietz,20SF,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1147,TOO-HAM-CLA-GT29MM,PCS,Glotool Claw Hammer 29MM,Hand Tools,11,18.80,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2435,COC-BIB-SZW-12MM,EA,Saniware Wall Bib Tap,Plumbing,11,14.20,3,Saniware,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1512,PAI-SPR-SAM-024,PCS,Samurai Spray Paint 24 Tropicana,Paint & Sundries,11,13.90,3,Samurai,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1167,HHD-STO-JYMT-JM600A,PCS,Jayamata Sharpening Stone Tapping Knife 8 X 1.5,Bathroom,11,12.80,3,,JM-600A,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1290,BOS-2608-638-473,PCS,Jigsaw Blade T123X,Power Tool Accessories,11,10.90,3,Bosch,T123X,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1871,PAI-TIG-250ML-BLA,PCS,250ML Tiger G. P,Paint & Sundries,11,10.90,3,,9103-BLACK,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2146,HHD-STO-TIG-150MM,PCS,6 Sharping Stone (b),Bathroom,11,9.50,3,,5TIGER,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2462,LOC-SEC-SHE-N30MM,PCS,Shenling Top Security Lock 30MM-NEW,Locks & Security,11,8.90,3,,30MM-NEW,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2447,STIHL-0781-319-8401,BOT,Engine Oil 100ML,Automotive,11,8.20,3,,2-CYCLE,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1077,BOS-2608-595-066,PCS,Hss-g Metal Bit 6.0MM (PCS),Power Tools,11,6.60,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2161,PYE-CEM-1KG-WHITE,BAG,PYE Grout WHITE-1KG,Chemicals & Adhesives,11,6.50,3,,WHITE-1KG,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1101,BOS-2608-585-879,PCS,Hss-g Cobal Bit 3.5MM,Power Tools,11,6.40,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1557,BOS-2608-522-265,PCS,Screwdriver Bit (PH2-SL6-65),Power Tool Accessories,11,5.50,3,Bosch,PH2-SL6-65,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1070,SIN-STA-RAC-SSS,PCS,S/steel Sink Stand,Kitchen & Sinks,10,209.00,3,,ST1842,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1181,FAN-VIO-F017,SET,F017 Adjustable Violent Fan,Fans & Ventilation,10,149.00,3,,F017,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1184,SIN-CAV-CA820N,PCS,Cavallo S/steel Sink CA820N,Kitchen & Sinks,10,135.00,3,,CA820N,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1163,FAN-STA-BSF-8031,PCS,Butterfly 8 Stand Fan (black),Fans & Ventilation,10,119.00,3,,BSF-8031,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1585,WAL-DOW-82268-2BK,PCS,Up Down Lite,Lighting,10,59.00,3,,82268-2BK,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2238,FAS-SCR-ZPH-DSMHO525-BOX-500PCS,BOX,Sr Zph Self Drilling Screw (500PCS/BOX) DSM-HO525,Fasteners & Fixings,10,59.00,3,,500PCS/BOX,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1523,HDD-TOI-COV-TSS-4127,PCS,Soft Close Toilet Seat And Cover,Bathroom,10,55.80,3,,TSS-4127,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1532,CIMA-SD-L/200Y/36W/WH/3C,SET,36W L/surface D/light Round,Lighting,10,53.50,3,,SD-L/200Y,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2169,FAS-SCR-DS520HOW-BOX,BOX,10 X3/4 Lion King Self-drill Scr,Power Tools,10,49.00,3,,X3/4,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1777,WEL-ELE-NSW-308L-2.6MM,KGS,Nihonweld Electrode X 2.5MM,Welding,10,46.00,3,,NSW308L,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1332,GLU-EPO-356G,SET,Pioneer Epoxy Glue 356G X,Chemicals & Adhesives,10,39.80,3,,2CANS,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2453,FAS-SCR-TECH-METAL-25MM-BOX,BOX,Techscrew-metal Screw X 25MM (500PCS/BOX),Fasteners & Fixings,10,33.90,3,,500PCS/BOX,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1683,GLO-LAT-TOP,BOX,Top Glove Latex Exam Disposable H/gloves,Safety & Workwear,10,31.80,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1695,GLO-WEL-UNISAFE,PAIR,Unisafe Split Leather Welding Glove 13-1/2,Safety & Workwear,10,29.90,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1311,BOS-2608-615-056,PCS,Diamond Cutting Blade Concrete,Power Tools,10,24.90,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2358,SOC-EMPTY-TAI-5G-LO6200,PCS,Taicon 5G Trailing Socket Neon-empty (5000),Electrical,10,23.90,3,Taicon,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2540,ADH-GLU-PE175GM,SET,175GM E P Glue,Chemicals & Adhesives,10,22.90,3,,175GM,reopen,pending,,,,recover-pass1,"Q: ""175GM EP glue"": two-part epoxy commodity, marketplace-only results excluded. unbranded_commodity.",yes
1174,ELE-D/L-LSM-24W-6500K,PCS,LED Source Module 24W-6500K,Lighting,10,19.50,3,,24W-6500K,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1134,ELE-D/L-PHI-LED-7W,PCS,Philips Essential 7W E27 LED Bulb,Lighting,10,15.90,3,,E27,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1776,TOO-PLI-JOI-W508E,PCS,Slip Joint Pliers 200MM,Power Tools,10,14.80,3,,WNS508E,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1511,PAI-SPR-SAM-019,PCS,Samurai Spray Paint 19 Trivoli Blue,Paint & Sundries,10,13.90,3,Samurai,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1570,PAI-SPR-SAM-F2,PCS,Samurai Spray Paint F2 Flat White,Paint & Sundries,10,13.90,3,Samurai,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2319,LOC-SEC-SHE-N60MM,PCS,Shenling Top Security Lock 60MM-NEW,Locks & Security,10,13.30,3,,60MM-NEW,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1278,MEA-TAP-STE-GLO-075M,PCS,Glotool Steel Tape Type:b 7.5M,Hand Tools,10,11.90,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1913,ADH-TAP-NISSHO-HCH-SG0006,ROLL,10MM X 10Y Nissho Acyclic Foam Side Tape (red),Chemicals & Adhesives,10,11.20,3,,10Y,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1337,TOO-COM-GLO-21MM,PCS,Glotool Combination Wrench 21MM,Hand Tools,10,10.90,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2260,TOO-CHI-WOO-GT025,PCS,Glotool Wood Chisel 1,Hand Tools,10,10.90,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1003,BOS-2608-608-T66-N,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G100-8,Abrasives & Cutting,10,9.50,3,Bosch,5PCS/PCK,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1010,BOS-2608-608-T68-N,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G150-8,Abrasives & Cutting,10,9.50,3,Bosch,5PCS/PCK,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1011,BOS-2608-608-T72,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G280-8,Abrasives & Cutting,10,9.50,3,Bosch,5PCS/PCK,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1340,BOS-2608-900-551,PCS,Jigsaw Blade T308B,Power Tool Accessories,10,9.50,3,Bosch,T308B,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2312,ADH-TAP-FIB-GLO,ROLL,Glotool Fibre Glass Tape 50MM X 70M,Building Materials,10,9.50,3,Glotool,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1443,BOS-2608-630-058,PCS,Jigsaw Blade T244D,Power Tool Accessories,10,7.30,3,Bosch,T244D,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2205,TOO-DRV-BLI-IMP-4(-),PCS,"Blimax Impact Screw DRIVER-4""X6MM (-)",Power Tools,10,7.30,3,,DRIVER-4,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2398,"HHD-STO-JM199-7""",PCS,7 Sharpening Stone,Bathroom,10,6.90,3,,JM199,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1102,BOS-2608-595-063,PCS,Hss-g Metal Bit 5.2MM,Power Tools,10,6.40,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1056,DRI-SDS-GT02-55160,PCS,Glotool Sds Drill 5.5 X 160MM,Power Tool Accessories,10,3.90,3,Glotool,GT-A02,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2235,BUT-NUL-ANC-METAL-MB0830,PCK,Metal Butterfly Anchor (10PCS/PCK),Fasteners & Fixings,10,2.20,3,Buteline,10PCS/PCK,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1616,ELE-CAB-PVC-4.00MM-BLK,ROLL,Ktk PVC Cable Black,Electrical,9,209.00,3,,4.0MM2,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1866,ELE-CAB-WIR-ML-2.5MM-BLK,ROLL,ML PVC Cable Black,Electrical,9,129.00,3,,2.5MM2,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1344,SIN-SKS-4440,PCS,Sp S600 Single Bowl Kitchen Sink,Kitchen & Sinks,9,109.00,3,,S600,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1982,FAS-SCR-TD640HW-WOOD-500PCS/BOX,BOX,12 X 1 1/2 Self Drilling Screw (500PCS/BOX),Fasteners & Fixings,9,96.50,3,,500PCS/BOX,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2070,ELE-CAB-WIR-ML-1.5MM2-BLK,ROLL,"ML PVC Cable, Black",Electrical,9,79.00,3,,1.5MM2,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2111,ELE-CAB-WIR-ML-1.5MM2-GRE,ROLL,"ML PVC Cable, Green",Electrical,9,79.00,3,,1.5MM2,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2088,HOO-CAB-CB806-5,UNIT,Cabana S/steel 5 Robe Hook (satin),Doors & Hardware,9,75.00,3,,CB806-5,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1409,BOS-0600-800-010,ROLL,Bosch Green Hose 10M,Outdoor & Garden,9,58.00,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1561,COC-BAS-CVL-2056,PCS,Cavallo Basin Tap,Bathroom,9,39.50,3,,CA2056,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
2318,GAR-HOE-RED-IND-3551C-2.5LBS,PCS,2 - Red Indian Hoe Head,Outdoor & Garden,9,39.50,3,,1/2LBS,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1858,OIL-ENG-STIHL,PAIL,Engine Oil 1L,Automotive,9,37.90,3,,2-CYCLE,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1037,SWI-T/SOC-TAI-2G3M,PCS,Taicon 2G Trailing Socket (2030),Electrical,9,31.90,3,Taicon,NEON-3M,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1806,ELE-ADA-MS3003/WNL,PCS,Morries Uk Plug Multi Adaptor W Sensor & LED Nite Light,Lighting,9,29.80,3,,MS3003/WNL,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1854,ELE-D/L-MGM-MQTL1119-SQ-4000K,PCS,"Mgm 6""/SQ LED Panel Light (sr)",Lighting,9,28.80,3,,MQTL1119-F/15W,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1608,HOS-FLE-VIP-6615,PCS,Vip Double Buckle S/s Flexible Hose V-6615,Outdoor & Garden,9,26.90,3,,V-6615,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1363,BOS-2608-615-025,PCS,Diamond Cutting Blade Universal,Power Tools,9,24.90,3,Bosch,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1662,HOS-INL-PVC3.0M,PCS,Washing Machine Inlet Hose 3.0M,Outdoor & Garden,9,22.90,3,,YG398B,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1169,TOO-NIE-PLU-COU-30SM,PCS,Nietz Quick Coupler Socket 30SM,Electrical,9,21.50,3,Nietz,30SM,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1964,SAF-FLO-WET-92201,ST,Nietz 92201 Caution Wet Floor Sign,Signage & Numbering,9,20.50,3,Nietz,,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
1132,SWI-SOC-13A-TC1338,PCS,Taicon 2GANG 13A Bakelite Switch Socket (TC1338),Electrical,9,19.50,3,Taicon,2GANG,reopen,pending,,,,g2500,Exact identity and exact image evidence not preserved; fail-closed.,yes
