source_position,source_item_code,source_uom,source_product_name,category,detected_brand,detected_model,manufacturer,brand_normalized,exact_model,manufacturer_part_number,model_suffix,model_generation,variant,finish_colour,dimensions,capacity,pack_quantity,key_configuration,source_url,source_type,primary_source_url,primary_source_type,primary_source_tier,secondary_source_url,secondary_source_type,candidate_image_asset_url,candidate_asset_url,candidate_asset_source,image_asset_status,pdf_url,pdf_page,exact_match_reasoning,sibling_variant_elimination,sibling_elimination_reasoning,conflicting_evidence,identity_confidence,image_confidence,classification,hard_failure_reason,recommended_for_visual_review,gemini_visual_review,research_notes,rights_status,rights_note,ambiguities,source_preservation_note,research_notes_file
111,TAP-SAN-SWP-SS-3391,PCS,Saniware Premier Kitchen Pillar Sink Tap SWP-SS-3391,Kitchen & Sinks,Saniware,SWP-SS-3391,Saniware,Saniware,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://saniware.com/product-category/faucet/saniware-premier/ | NOT_PRESERVED,Official category + inaccessible exact page,https://saniware.com/product-category/faucet/saniware-premier/,Official category + inaccessible exact page,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 111 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as NOT_PRESERVED when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Exact page, dimensions, finish/package and image not preserved.",MEDIUM,NONE,PENDING,"Exact page, dimensions, finish/package and image not preserved.",YES,YES,Direct official URL probes returned empty/unextractable content; no family image substituted.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.","Exact page, dimensions, finish/package and image not preserved.",Direct official URL probes returned empty/unextractable content; no family image substituted.,/home/ubuntu/work/products_101_200_research_notes.md
112,SPR-BID-SWP-SS-304-6875A,PCS,Saniware Premier Two Way Tap With Bidet Set 1.2M Flex. Hose,Bathroom,Saniware,SWP-SS-304-6875A,Saniware,Saniware,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://saniware.com/product-category/faucet/saniware-premier/ | NOT_PRESERVED,Official category + inaccessible exact page,https://saniware.com/product-category/faucet/saniware-premier/,Official category + inaccessible exact page,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 112 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as NOT_PRESERVED when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Exact page, dimensions, finish/package and image not preserved.",MEDIUM,NONE,PENDING,"Exact page, dimensions, finish/package and image not preserved.",YES,YES,Direct official URL probes returned empty/unextractable content; no family image substituted.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.","Exact page, dimensions, finish/package and image not preserved.",Direct official URL probes returned empty/unextractable content; no family image substituted.,/home/ubuntu/work/products_101_200_research_notes.md
113,SPR-BID-SWSB-ABS-362,PCS,Saniware ABS Spray Bidet Set Holder & 1.2MM Flexible Hose,Bathroom,Saniware,SWSB-ABS-362,Saniware,Saniware,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://saniware.com/product-category/faucet/saniware-premier/ | NOT_PRESERVED,Official category + inaccessible exact page,https://saniware.com/product-category/faucet/saniware-premier/,Official category + inaccessible exact page,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 113 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as NOT_PRESERVED when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Exact page, dimensions, finish/package and image not preserved.",MEDIUM,NONE,PENDING,"Exact page, dimensions, finish/package and image not preserved.",YES,YES,Direct official URL probes returned empty/unextractable content; no family image substituted.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.","Exact page, dimensions, finish/package and image not preserved.",Direct official URL probes returned empty/unextractable content; no family image substituted.,/home/ubuntu/work/products_101_200_research_notes.md
114,BATH-SRTBF31417,PCS,Sorento 6 IN 1 Bathroom Furniture,Bathroom,Sorento,SRTBF31417,Sorento,Sorento,SRTBF31417,SRTBF31417,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://sorento.com.my/bathroom/bathroom-furniture/6-in-1-bathroom-furniture,Official manufacturer result/search evidence,https://sorento.com.my/bathroom/bathroom-furniture/6-in-1-bathroom-furniture,Official manufacturer result/search evidence,1A,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 114 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as SRTBF31417 when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.",Exact page returned no extractable content; complete component list and image not preserved.,MEDIUM_HIGH,NONE,PENDING,Exact page returned no extractable content; complete component list and image not preserved.,YES,YES,Official search/result snippets preserved; direct page preservation failed.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.",Exact page returned no extractable content; complete component list and image not preserved.,Official search/result snippets preserved; direct page preservation failed.,/home/ubuntu/work/products_101_200_research_notes.md
115,ELE-D/L-MEG-FE2155D-18W-3000K,PCS,Megaman Plce T3 3U E27 Bulb,Lighting,Megaman,E27,Megaman,Megaman,FE2155D PLCE T3 3U 18W E27,FE2155D,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://megaman.com.my/product-category/led-lighting-source/ | NOT_PRESERVED,Official category + dealer discovery,https://megaman.com.my/product-category/led-lighting-source/,Official category + dealer discovery,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 115 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as FE2155D PLCE T3 3U 18W E27 when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.",Exact 3000K versus unspecified row and exact package image not preserved; distributor search result only.,MEDIUM_HIGH,NONE,PENDING,Exact 3000K versus unspecified row and exact package image not preserved; distributor search result only.,YES,YES,Official category and Malaysian dealer discovery preserved; exact asset not.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.",Exact 3000K versus unspecified row and exact package image not preserved; distributor search result only.,Official category and Malaysian dealer discovery preserved; exact asset not.,/home/ubuntu/work/products_101_200_research_notes.md
116,FAN-CEI-DEKA-CF5DC46MB12,UNIT,Deka Ceiling Fan F5 DC~46 Pro Matt Blk,Fans & Ventilation,Deka,DC~46,Deka,Deka,F5 DC 46 PRO,CF5DC46MB12,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://deka.my/f5-dc-46-pro/,Official manufacturer product page,https://deka.my/f5-dc-46-pro/,Official manufacturer product page,1A,NOT_PRESERVED,NOT_PRESERVED,https://deka.my/wp-content/uploads/2025/07/F5-DC-46-PRO-MB-Jpg-OK.jpg,https://deka.my/wp-content/uploads/2025/07/F5-DC-46-PRO-MB-Jpg-OK.jpg,https://deka.my/f5-dc-46-pro/,EXACT_IMAGE_URL_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,"Exact 46-inch F5 DC PRO non-LED MB page, official model and direct MB image match; trailing internal stock suffix retained as ambiguity.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.",Trailing source code 12 is not separately explained; official page is explicitly non-LED and MB.,HIGH,HIGH,VERIFIED_CANDIDATE,NOT_PRESERVED,OPTIONAL,OPTIONAL,Exact official non-LED 46-inch Matt Black page and image preserved; source suffix note retained.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.",Trailing source code 12 is not separately explained; official page is explicitly non-LED and MB.,Exact official non-LED 46-inch Matt Black page and image preserved; source suffix note retained.,/home/ubuntu/work/products_101_200_research_notes.md
117,X-RUB-TRB08-006,UNIT,Rubine Rjs 622 S/s Sink (1BB+1SB),Kitchen & Sinks,Rubine,1BB+1SB,Rubine,Rubine,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 117 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as NOT_PRESERVED when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.",No exact authoritative source or asset was preserved in this shard pass.,NONE,NONE,PENDING,No exact authoritative source or asset was preserved in this shard pass.,YES,YES,Research notes contain the search ceiling; no image or page was approved.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.",No exact authoritative source or asset was preserved in this shard pass.,Research notes contain the search ceiling; no image or page was approved.,/home/ubuntu/work/products_101_200_research_notes.md
118,ELE-BUL-B22-3W-BLU,PCS,Taicon B22 3W LED Color Bulb - Blue,Lighting,Taicon,B22,Taicon,Taicon,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative page preserved,NOT_PRESERVED,Discovery only / no exact authoritative page preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 118 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as NOT_PRESERVED when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Exact manufacturer model/variant, technical specifications and image not preserved; no substitute brand asset allowed.",LOW,NONE,PENDING,"Exact manufacturer model/variant, technical specifications and image not preserved; no substitute brand asset allowed.",YES,YES,Search trail is in the shard research notes; no exact source could be preserved.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.","Exact manufacturer model/variant, technical specifications and image not preserved; no substitute brand asset allowed.",Search trail is in the shard research notes; no exact source could be preserved.,/home/ubuntu/work/products_101_200_research_notes.md
119,STA-HAM-SBD715D2K,UNIT,Stanley Fatmax 20V Brushless Hammer Drill,Power Tools,Stanley,SBD715D2K,Stanley,Stanley,SBD715D2K,SBD715D2K,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://www.lkmmachinery.com.my/showproducts/productid/4769011/cid/96811/stanley-sbd715d2k-20v-cordless-brushless-hammer-drill-with-battery-1-charger/,Tier-2 Malaysian dealer,https://www.lkmmachinery.com.my/showproducts/productid/4769011/cid/96811/stanley-sbd715d2k-20v-cordless-brushless-hammer-drill-with-battery-1-charger/,Tier-2 Malaysian dealer,2,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 119 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as SBD715D2K when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.",B1 package may contain two batteries and charger; source has no suffix.,MEDIUM_HIGH,NONE,PENDING,B1 package may contain two batteries and charger; source has no suffix.,YES,YES,Dealer exact model found; manufacturer page and package-specific asset not preserved.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.",B1 package may contain two batteries and charger; source has no suffix.,Dealer exact model found; manufacturer page and package-specific asset not preserved.,/home/ubuntu/work/products_101_200_research_notes.md
120,BOS-0601-227-1L2,UNIT,Gsb 13RE Impact Drill (blow Mode Set),Power Tools,Bosch,13RE,Bosch,Bosch,GSB 13 RE,0.601.227.1L2,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://www.bosch-pt.com.my/my/en/products/gsb-13-re-06012271L2,Official manufacturer product page,https://www.bosch-pt.com.my/my/en/products/gsb-13-re-06012271L2,Official manufacturer product page,1A,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 120 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as GSB 13 RE when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.",Exact model/order number match is strong; direct image URL not exposed in preserved extraction.,HIGH,NONE,PENDING,Exact model/order number match is strong; direct image URL not exposed in preserved extraction.,YES,YES,Official page and exact order number preserved; image asset requires later HTML/asset extraction.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.",Exact model/order number match is strong; direct image URL not exposed in preserved extraction.,Official page and exact order number preserved; image asset requires later HTML/asset extraction.,/home/ubuntu/work/products_101_200_research_notes.md
121,GAS-STO-KHI-GC7125,SET,Khind Gas Cooker (stainless Steel),Home Appliances,Khind,GC7125,Khind,Khind,GC7125,GC7125,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://khind.com.my/products/khind-gas-cooker-gc7125,Official manufacturer product page,https://khind.com.my/products/khind-gas-cooker-gc7125,Official manufacturer product page,1A,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 121 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as GC7125 when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.",Exact product image not preserved.,HIGH,NONE,PENDING,Exact product image not preserved.,YES,YES,Official exact page/specifications preserved; image URL not exposed.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.",Exact product image not preserved.,Official exact page/specifications preserved; image URL not exposed.,/home/ubuntu/work/products_101_200_research_notes.md
122,SHO-SOR-SRTWT9600HP,PCS,Sorento Exposed Shower Set - 2WAYS SRTWT9600HP,Bathroom,Sorento,2WAYS,Sorento,Sorento,SRTWT9600HP,SRTWT9600HP,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://sorentomasterclub.com.my/international/index.php/products-menu/sorento-mobile/bathroom-mobile/showerbidet-mobile/exposedshowerset-mobile/srtwt9600-detail,Official regional manufacturer product page,https://sorentomasterclub.com.my/international/index.php/products-menu/sorento-mobile/bathroom-mobile/showerbidet-mobile/exposedshowerset-mobile/srtwt9600-detail,Official regional manufacturer product page,1A,NOT_PRESERVED,NOT_PRESERVED,https://sorentomasterclub.com.my/international/images/virtuemart/product/SRTWT9600-(product).jpg,https://sorentomasterclub.com.my/international/images/virtuemart/product/SRTWT9600-(product).jpg,https://sorentomasterclub.com.my/international/index.php/products-menu/sorento-mobile/bathroom-mobile/showerbidet-mobile/exposedshowerset-mobile/srtwt9600-detail,EXACT_IMAGE_URL_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact SRTWT9600HP official regional page and direct product image match; 2-way configuration and components agree.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.",Rights not established.,HIGH,HIGH,VERIFIED_CANDIDATE,NOT_PRESERVED,OPTIONAL,OPTIONAL,Exact regional manufacturer page and direct product image preserved.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.",Rights not established.,Exact regional manufacturer page and direct product image preserved.,/home/ubuntu/work/products_101_200_research_notes.md
123,LOC-YALE-Y120B-50-KA5,SET,Yale (key Alike) Boron Shackle Padlock Y120B-50-KA5,Lifting & Rigging,Yale,Y120B-50-KA5,Yale,Yale,Y120B/50/127/5 (source KA5),Y120B/50/127/5,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://www.yalehome.com/my/en/products/padlocks/outdoor-environment/y120b-series | https://www.yalehome.com/my/en/products/padlocks/outdoor-environment/y120b-series/y120b-50-127-2,Official manufacturer series + exact sibling page,https://www.yalehome.com/my/en/products/padlocks/outdoor-environment/y120b-series,Official manufacturer series + exact sibling page,1A,https://www.yalehome.com/my/en/products/padlocks/outdoor-environment/y120b-series/y120b-50-127-2,Supporting source,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 123 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as Y120B/50/127/5 (source KA5) when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.",Exact /127/5 five-piece keyed-alike page/image absent; /127/2 sibling confirms family but not exact pack.,MEDIUM,NONE,PENDING,Exact /127/5 five-piece keyed-alike page/image absent; /127/2 sibling confirms family but not exact pack.,YES,YES,Official series and sibling page preserved; exact KA5 variant remains unresolved.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.",Exact /127/5 five-piece keyed-alike page/image absent; /127/2 sibling confirms family but not exact pack.,Official series and sibling page preserved; exact KA5 variant remains unresolved.,/home/ubuntu/work/products_101_200_research_notes.md
124,SHO-SOR-SRTSS8730,PCS,Sorento Sliding BAR Shower Set - SRTSS8730,Bathroom,Sorento,SRTSS8730,Sorento,Sorento,SRTSS8730,SRTSS8730,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf | https://sorento.com.my/result/bidet__or__bottle-trap__or__exposed-shower-set__or__free-standing-basin__or__seat-cover__or__shaving-mirror__or__under-counter-basin__or__wall-mounted/colours/Chrome__or__White,Official manufacturer catalogue + result page,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf,Official manufacturer catalogue + result page,1A,https://sorento.com.my/result/bidet__or__bottle-trap__or__exposed-shower-set__or__free-standing-basin__or__seat-cover__or__shaving-mirror__or__under-counter-basin__or__wall-mounted/colours/Chrome__or__White,Supporting source,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf,NOT_PRESERVED,Source row 124 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as SRTSS8730 when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.",Official materials conflict on 3 versus 5 functions and expose SRTSS8730-04 variant; source has no suffix.,MEDIUM_HIGH,NONE,PENDING,Official materials conflict on 3 versus 5 functions and expose SRTSS8730-04 variant; source has no suffix.,YES,YES,Official result/catalogue evidence preserved; exact variant/image unresolved.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.",Official materials conflict on 3 versus 5 functions and expose SRTSS8730-04 variant; source has no suffix.,Official result/catalogue evidence preserved; exact variant/image unresolved.,/home/ubuntu/work/products_101_200_research_notes.md
125,ELE-BUL-E27-3W-GREEN,PCS,Taicon E27 3W LED Color Bulb-green,Lighting,Taicon,E27,Taicon,Taicon,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative page preserved,NOT_PRESERVED,Discovery only / no exact authoritative page preserved,3,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Source row 125 was researched against the available manufacturer/distributor hierarchy. Exact model recorded as NOT_PRESERVED when preserved; otherwise the row remains fail-closed.,"Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Sibling variants were not substituted. Where the source was incomplete, the unresolved suffix, colour, size, pack, electrical or LED distinction is recorded below.","Exact manufacturer model/variant, technical specifications and image not preserved; no substitute brand asset allowed.",LOW,NONE,PENDING,"Exact manufacturer model/variant, technical specifications and image not preserved; no substitute brand asset allowed.",YES,YES,Search trail is in the shard research notes; no exact source could be preserved.,needs_permission,"Identity research only. No publication, reuse, or distribution rights are claimed or approved.","Exact manufacturer model/variant, technical specifications and image not preserved; no substitute brand asset allowed.",Search trail is in the shard research notes; no exact source could be preserved.,/home/ubuntu/work/products_101_200_research_notes.md
